aX,aY,aZ,gX,gY,gZ
0.628,-0.380,-0.066,-34.790,5.737,3.174
0.681,-0.285,-0.084,-46.570,10.620,13.550
0.666,-0.209,-0.128,-56.213,12.573,22.339
0.698,-0.136,-0.165,-54.321,14.404,23.560
0.711,-0.075,-0.191,-39.917,15.442,19.470
0.735,-0.026,-0.219,-23.804,12.817,12.024
0.763,-0.031,-0.233,-13.672,7.874,3.540
0.784,-0.083,-0.240,-10.132,3.357,-2.319
0.792,-0.136,-0.232,-11.841,0.977,-3.357
0.789,-0.140,-0.209,-15.503,-1.099,-2.136
0.800,-0.128,-0.190,-18.555,-2.502,-1.465
0.825,-0.121,-0.179,-20.569,-3.662,-0.854
0.849,-0.106,-0.186,-21.301,-4.700,-1.221
0.889,-0.100,-0.191,-18.799,-6.226,-2.991
0.930,-0.091,-0.190,-14.343,-8.057,-5.859
0.942,-0.078,-0.188,-9.583,-8.545,-9.155
0.930,-0.069,-0.174,-6.958,-7.751,-11.353
0.912,-0.068,-0.156,-7.141,-7.629,-11.780
0.901,-0.087,-0.144,-8.545,-7.751,-12.451
0.914,-0.123,-0.149,-8.972,-7.751,-13.489
0.923,-0.167,-0.158,-6.287,-8.057,-14.709
0.928,-0.184,-0.157,-1.587,-9.705,-15.503
0.935,-0.189,-0.145,2.136,-12.268,-15.991
0.942,-0.190,-0.117,3.845,-14.404,-15.625
0.961,-0.190,-0.088,4.395,-15.198,-14.648
0.981,-0.189,-0.082,5.554,-13.367,-13.794
1.000,-0.187,-0.092,4.822,-9.705,-12.451
0.998,-0.194,-0.117,0.427,-6.042,-10.132
0.995,-0.198,-0.131,-4.272,-3.967,-7.202
0.981,-0.195,-0.130,-5.615,-3.662,-5.432
0.980,-0.190,-0.126,-4.150,-4.761,-5.066
0.968,-0.199,-0.118,-1.831,-5.920,-5.371
0.972,-0.217,-0.111,0.488,-7.812,-5.554
0.995,-0.238,-0.103,2.808,-9.155,-5.432
0.994,-0.239,-0.100,4.883,-9.277,-4.272
0.987,-0.220,-0.090,5.920,-9.094,-2.441
0.994,-0.182,-0.077,3.418,-9.033,-0.610
0.994,-0.156,-0.082,-1.160,-7.202,2.258
0.982,-0.143,-0.096,-5.188,-3.967,4.822
0.991,-0.137,-0.124,-5.981,-2.869,4.211
0.985,-0.144,-0.138,-2.686,-2.502,2.441
0.976,-0.150,-0.134,1.648,-2.930,0.488
0.984,-0.158,-0.131,3.601,-3.845,-0.732
0.986,-0.162,-0.121,2.991,-4.639,-0.305
0.984,-0.163,-0.109,2.075,-5.310,1.038
0.987,-0.166,-0.090,1.953,-5.310,1.953
0.991,-0.170,-0.070,3.052,-4.639,2.502
0.999,-0.155,-0.053,4.272,-3.357,2.991
1.000,-0.133,-0.053,3.784,-1.038,3.723
0.996,-0.119,-0.071,1.709,1.587,4.761
0.986,-0.118,-0.101,-0.244,3.235,5.005
0.982,-0.124,-0.125,0.061,3.662,4.456
0.980,-0.136,-0.136,1.160,2.991,4.150
0.980,-0.146,-0.143,1.953,2.075,4.028
0.973,-0.143,-0.135,2.197,0.610,4.639
0.979,-0.134,-0.125,2.747,-0.183,5.127
0.987,-0.116,-0.124,3.296,-0.305,5.188
0.988,-0.090,-0.126,3.967,-0.061,5.432
0.995,-0.084,-0.128,4.456,0.244,4.578
0.988,-0.088,-0.131,5.859,0.366,3.174
0.988,-0.090,-0.128,7.629,0.366,1.709
0.979,-0.096,-0.128,8.057,0.366,0.977
0.971,-0.101,-0.134,6.714,0.610,1.282
0.966,-0.108,-0.140,5.676,0.488,2.075
0.968,-0.111,-0.147,5.493,-0.305,2.380
0.967,-0.110,-0.152,6.714,-1.221,2.502
0.975,-0.099,-0.147,7.629,-2.136,1.892
0.986,-0.100,-0.130,7.751,-2.502,1.343
0.991,-0.099,-0.115,6.531,-1.709,1.892
0.989,-0.089,-0.112,4.456,-0.793,3.052
0.984,-0.081,-0.111,2.197,-0.305,4.089
0.981,-0.080,-0.119,0.916,-0.122,4.272
0.980,-0.084,-0.118,0.854,0.427,3.845
0.964,-0.092,-0.122,1.465,0.183,3.113
0.958,-0.103,-0.125,2.930,-0.488,2.563

1.616,0.807,0.450,51.147,-113.159,-18.555
1.665,0.832,0.473,44.617,-112.000,-21.973
1.694,0.833,0.518,40.039,-109.375,-28.870
1.797,0.824,0.573,38.330,-103.943,-38.391
2.053,0.822,0.627,39.368,-94.604,-44.067
1.909,0.858,0.715,41.138,-91.187,-39.612
1.936,1.016,0.827,39.124,-86.304,-38.879
1.995,1.120,0.944,32.104,-75.134,-45.410
2.002,1.161,0.997,22.644,-64.209,-50.476
2.036,1.152,1.068,15.076,-48.218,-54.688
2.038,1.137,1.155,7.812,-28.015,-56.763
2.019,1.219,1.153,-1.892,-5.371,-56.763
2.002,1.317,1.113,-15.808,19.470,-55.481
1.952,1.482,1.063,-33.142,45.471,-53.406
1.889,1.659,1.005,-52.795,62.073,-51.880
1.837,1.792,0.900,-70.007,71.777,-54.932
1.786,1.899,0.858,-80.566,79.895,-65.430
1.752,2.011,0.860,-84.351,80.566,-78.247
1.679,2.099,0.924,-83.069,81.299,-94.849
1.564,2.029,0.988,-85.510,87.830,-114.075
1.445,1.841,0.982,-97.229,102.112,-129.700
1.288,1.557,0.898,-115.417,118.103,-140.137
1.139,1.236,0.776,-130.615,131.775,-148.254
1.080,0.975,0.671,-136.414,140.015,-154.297
0.994,0.852,0.669,-137.939,143.921,-153.992
0.819,0.762,0.653,-150.269,144.104,-151.550
0.681,0.535,0.584,-171.021,146.179,-153.442
0.545,0.312,0.577,-182.678,153.992,-154.968
0.387,0.049,0.482,-178.833,157.227,-156.921
0.260,-0.211,0.396,-168.396,154.846,-161.316
0.170,-0.540,0.319,-160.645,151.733,-159.058
0.021,-0.831,0.266,-155.945,146.179,-147.522
-0.103,-1.030,0.167,-150.269,132.507,-133.362
-0.124,-1.114,0.041,-139.587,114.319,-121.277
-0.177,-1.183,-0.077,-126.648,94.299,-108.521
-0.182,-1.205,-0.157,-114.563,73.608,-97.534
-0.163,-1.256,-0.026,-101.624,51.453,-86.792
-0.151,-1.334,0.113,-93.323,36.560,-74.646
-0.067,-1.296,0.143,-91.553,31.433,-58.167
-0.033,-1.250,0.091,-83.313,32.166,-42.358
0.001,-1.214,-0.023,-69.580,33.936,-28.076
0.032,-1.114,-0.157,-55.298,30.090,-15.381
0.158,-1.001,-0.275,-41.687,21.851,-5.920
0.193,-0.830,-0.353,-29.968,9.888,3.296
0.226,-0.686,-0.353,-22.949,-1.526,11.047
0.300,-0.559,-0.273,-23.315,-11.658,17.517
0.357,-0.467,-0.175,-31.372,-15.991,26.306
0.410,-0.383,-0.084,-39.368,-13.428,36.316
0.488,-0.293,-0.066,-41.687,-8.057,42.786
0.560,-0.227,-0.088,-37.903,-2.930,44.617
0.629,-0.166,-0.117,-28.870,-0.122,42.908
0.673,-0.091,-0.152,-18.494,1.038,39.673
0.689,-0.021,-0.182,-10.437,0.366,35.034
0.733,0.021,-0.190,-5.066,-2.930,28.870
0.775,0.038,-0.163,-2.625,-7.202,23.071
0.841,0.048,-0.138,-3.723,-10.315,19.836
0.871,0.064,-0.125,-6.165,-10.986,18.372
0.876,0.078,-0.123,-5.676,-9.277,16.235
0.882,0.102,-0.108,0.183,-7.568,12.268
0.880,0.130,-0.093,8.728,-6.836,6.165
0.906,0.132,-0.089,15.869,-6.287,-1.038
0.948,0.085,-0.115,17.883,-5.493,-6.958
0.963,0.031,-0.138,15.137,-4.822,-9.521
0.958,-0.002,-0.162,10.132,-3.967,-8.728
0.939,-0.012,-0.174,5.066,-2.319,-5.798
0.921,-0.007,-0.189,1.831,-1.587,-4.028
0.913,0.003,-0.196,1.282,-3.540,-4.517
0.928,0.001,-0.200,3.052,-6.287,-6.531
0.958,-0.018,-0.206,5.005,-8.972,-8.911
0.976,-0.032,-0.209,6.836,-11.475,-10.010
0.978,-0.038,-0.212,8.545,-13.428,-10.254
0.978,-0.047,-0.194,9.277,-14.709,-9.705
0.972,-0.049,-0.165,8.118,-15.442,-8.972
0.962,-0.070,-0.142,5.188,-15.320,-7.385
0.969,-0.074,-0.123,1.648,-14.160,-5.249
0.976,-0.084,-0.120,-0.610,-13.428,-3.601
0.983,-0.100,-0.123,-1.282,-13.000,-2.625
0.987,-0.118,-0.129,0.549,-13.489,-2.563
0.974,-0.118,-0.131,3.540,-14.343,-2.380
0.972,-0.097,-0.116,6.653,-15.869,-1.770
0.986,-0.080,-0.090,7.080,-17.029,-1.038
1.000,-0.070,-0.071,4.456,-16.968,0.732
1.006,-0.063,-0.072,0.427,-15.686,3.174
1.017,-0.058,-0.078,-2.136,-13.123,5.310
1.017,-0.052,-0.091,-1.038,-11.963,5.676
1.009,-0.041,-0.088,3.296,-11.353,5.066
1.016,-0.024,-0.071,6.836,-11.963,4.211
1.020,-0.007,-0.053,7.874,-12.695,3.479
1.020,0.004,-0.030,7.263,-13.123,2.258
1.037,-0.006,-0.013,5.920,-12.146,0.366
1.041,-0.021,-0.013,4.578,-9.460,-0.427
1.034,-0.027,-0.034,4.089,-7.507,-0.854
1.024,-0.044,-0.058,4.333,-5.920,-1.709
1.014,-0.052,-0.070,5.554,-5.554,-2.075
1.004,-0.042,-0.076,6.775,-5.920,-2.136
1.003,-0.047,-0.075,6.775,-5.737,-2.319
1.001,-0.046,-0.076,6.958,-5.371,-2.075
1.002,-0.043,-0.081,7.507,-5.005,-1.831
0.998,-0.044,-0.090,8.667,-4.517,-1.953
0.998,-0.049,-0.108,10.315,-4.272,-2.075
0.992,-0.051,-0.110,10.376,-4.639,-1.587
0.989,-0.041,-0.097,8.850,-5.737,-0.488
0.990,-0.049,-0.074,7.446,-6.409,0.610
0.990,-0.050,-0.054,7.263,-5.798,1.404
0.990,-0.046,-0.047,7.751,-4.883,2.014
0.996,-0.040,-0.047,8.118,-4.028,2.625
0.993,-0.026,-0.055,7.141,-2.625,3.601
0.994,-0.025,-0.072,4.578,-1.221,4.517
0.998,-0.032,-0.088,2.380,-0.061,5.859
0.994,-0.027,-0.103,2.441,-0.183,6.775
0.989,-0.018,-0.103,4.211,-1.282,6.775
0.987,-0.005,-0.088,6.409,-2.991,6.104
0.997,-0.000,-0.072,6.226,-3.662,5.493
0.999,0.000,-0.061,4.822,-3.235,6.104
1.000,0.004,-0.064,3.540,-2.625,6.836
1.005,0.008,-0.069,3.174,-2.075,7.202
1.003,0.008,-0.064,3.479,-1.160,7.324
1.003,0.018,-0.057,2.869,-0.488,7.263
1.000,0.016,-0.061,1.526,0.671,7.507

1.779,1.024,0.542,66.833,-138.611,6.287
2.140,1.083,0.634,72.144,-136.963,-11.475
2.187,1.162,0.704,70.618,-134.277,-14.648
2.304,1.265,0.798,59.326,-121.582,-23.010
2.323,1.372,0.887,48.279,-110.718,-32.837
2.482,1.561,1.068,44.861,-101.135,-42.908
2.555,1.751,1.198,37.964,-87.585,-51.147
2.518,1.851,1.290,27.405,-70.801,-64.819
2.477,1.866,1.354,13.672,-49.072,-81.604
2.519,1.836,1.351,-3.113,-20.264,-97.290
2.357,1.768,1.355,-22.522,9.399,-102.356
2.148,1.790,1.293,-45.288,36.072,-99.976
1.966,1.820,1.287,-64.636,55.908,-103.638
1.753,1.760,1.275,-79.651,71.350,-110.779
1.596,1.714,1.250,-91.370,84.900,-120.422
1.468,1.655,1.199,-101.257,96.497,-127.930
1.284,1.533,1.154,-107.849,104.614,-136.169
1.181,1.387,1.080,-110.046,110.046,-147.278
1.151,1.271,1.013,-108.765,116.150,-156.189
1.081,1.215,0.941,-107.910,121.826,-162.231
0.930,1.085,0.898,-109.619,127.136,-168.396
0.856,0.828,0.791,-118.347,135.803,-176.208
0.719,0.568,0.670,-133.240,147.888,-174.683
0.533,0.316,0.544,-144.653,157.837,-168.579
0.428,0.082,0.391,-146.667,161.865,-164.978
0.344,-0.112,0.273,-143.860,162.170,-160.095
0.213,-0.277,0.226,-142.151,153.076,-151.978
0.205,-0.444,0.268,-143.005,137.573,-147.034
0.191,-0.615,0.356,-143.311,124.634,-138.428
0.145,-0.770,0.435,-142.151,115.234,-127.075
0.202,-0.838,0.430,-137.573,111.572,-115.845
0.183,-0.805,0.346,-124.817,115.234,-103.027
0.167,-0.763,0.222,-109.436,119.080,-91.919
0.097,-0.780,0.131,-98.816,114.929,-84.290
0.114,-0.832,0.054,-96.497,100.708,-79.895
0.080,-0.892,0.016,-103.027,85.205,-68.726
0.054,-0.925,0.000,-115.234,66.406,-53.528
0.157,-0.964,0.038,-119.873,47.119,-37.354
0.123,-0.963,0.065,-102.478,34.180,-23.926
0.190,-0.895,0.086,-66.833,28.931,-20.813
0.299,-0.801,0.057,-31.067,25.452,-21.301
0.285,-0.721,0.044,-11.841,22.949,-17.761
0.343,-0.677,0.056,-10.193,21.484,-11.169
0.387,-0.645,0.036,-24.780,21.729,-0.183
0.389,-0.589,-0.034,-47.913,26.001,15.747
0.425,-0.527,-0.114,-65.369,28.076,28.748
0.410,-0.459,-0.172,-68.848,24.841,36.682
0.467,-0.388,-0.238,-58.533,19.043,37.292
0.515,-0.329,-0.243,-42.236,11.414,34.180
0.546,-0.254,-0.230,-26.428,5.432,30.579
0.591,-0.183,-0.229,-13.794,0.732,27.954
0.598,-0.160,-0.150,-6.226,-3.357,24.902
0.694,-0.160,-0.101,-8.423,-4.272,24.170
0.698,-0.123,-0.095,-20.325,-1.221,30.701
0.729,-0.085,-0.121,-29.907,1.221,36.133
0.771,-0.055,-0.153,-28.381,4.578,36.438
0.797,-0.016,-0.178,-19.775,4.944,33.569
0.810,0.026,-0.170,-9.399,2.014,28.870
0.825,0.063,-0.154,-1.038,-2.075,23.193
0.841,0.094,-0.148,4.028,-6.042,17.578
0.857,0.103,-0.157,7.507,-9.033,12.268
0.867,0.075,-0.140,9.827,-11.475,7.874
0.880,0.037,-0.098,10.071,-12.390,6.226
0.891,0.021,-0.081,8.911,-10.315,7.080
0.908,0.025,-0.094,9.338,-6.714,7.935
0.913,0.050,-0.105,9.888,-3.662,8.179
0.914,0.074,-0.118,9.277,-2.808,8.118
0.930,0.082,-0.132,6.714,-3.052,7.812
0.937,0.089,-0.149,5.554,-3.418,7.385
0.950,0.094,-0.168,6.287,-4.211,6.104
0.957,0.081,-0.184,7.690,-5.127,4.578
0.969,0.078,-0.180,9.583,-6.409,3.296
0.970,0.094,-0.153,11.536,-7.935,2.869
0.986,0.102,-0.124,12.085,-8.545,2.319
1.009,0.101,-0.089,10.376,-7.568,2.747
1.018,0.105,-0.081,6.104,-5.371,4.272
1.025,0.096,-0.093,0.671,-2.380,5.859
1.023,0.100,-0.122,-2.380,-0.122,6.775
1.003,0.105,-0.162,-2.563,1.404,6.165
0.988,0.101,-0.198,-1.465,1.404,4.211
0.974,0.091,-0.220,0.061,-0.488,1.831
0.971,0.088,-0.218,2.441,-3.967,0.183
0.958,0.088,-0.197,4.944,-7.568,-1.404
0.964,0.091,-0.177,7.385,-10.254,-2.991
0.964,0.078,-0.173,9.033,-11.292,-4.639
0.958,0.076,-0.190,10.620,-11.108,-6.042
0.956,0.071,-0.220,12.817,-10.376,-7.507
0.945,0.064,-0.242,13.794,-10.925,-8.728
0.950,0.066,-0.250,13.794,-13.000,-9.338
0.962,0.059,-0.221,11.597,-14.954,-8.423
0.956,0.053,-0.182,7.690,-16.907,-6.897
0.955,0.048,-0.136,4.333,-16.846,-5.066
0.960,0.041,-0.105,2.686,-15.991,-3.784
0.965,0.029,-0.087,1.953,-14.404,-3.174
0.970,0.022,-0.076,1.831,-12.512,-2.441
0.969,0.028,-0.077,1.587,-10.559,-1.404
0.969,0.033,-0.079,0.244,-9.155,-0.793
0.974,0.038,-0.077,-0.366,-8.850,-0.183
0.980,0.052,-0.068,-0.610,-9.216,0.244
0.990,0.055,-0.047,-0.916,-9.521,0.061
1.001,0.047,-0.036,-2.380,-8.484,0.244
1.000,0.042,-0.041,-3.906,-6.836,0.916
1.001,0.051,-0.054,-4.089,-4.883,1.648
0.998,0.058,-0.079,-3.296,-2.747,1.831
0.998,0.057,-0.106,-3.052,-1.709,1.770
0.998,0.057,-0.120,-2.869,-1.770,1.831
1.000,0.063,-0.117,-1.465,-3.540,1.770
1.005,0.066,-0.102,0.000,-5.066,1.038
1.008,0.064,-0.095,1.282,-5.371,0.305
1.014,0.057,-0.092,1.404,-5.371,-0.427
1.015,0.044,-0.084,0.916,-4.883,-0.549
1.013,0.039,-0.072,-0.732,-4.089,0.488
1.005,0.041,-0.065,-2.319,-2.869,1.953
1.004,0.045,-0.067,-2.686,-1.648,2.319
1.003,0.047,-0.067,-1.587,-0.977,1.892
1.006,0.050,-0.073,0.427,-0.732,0.854
1.004,0.046,-0.085,2.380,-0.916,-0.305
1.000,0.042,-0.091,3.723,-1.282,-1.160
0.996,0.045,-0.098,4.700,-2.686,-1.831

1.401,1.058,0.773,78.125,-138.000,26.245
1.498,0.954,0.793,74.463,-132.080,10.437
1.857,0.999,0.835,67.383,-126.770,-0.427
1.797,1.076,0.981,62.866,-124.146,0.793
1.875,1.241,1.079,57.861,-110.168,0.671
1.963,1.384,1.165,54.871,-99.121,-5.188
2.046,1.570,1.308,53.101,-84.351,-11.902
2.071,1.651,1.438,45.898,-65.857,-20.630
2.104,1.724,1.514,31.067,-39.185,-29.968
2.066,1.721,1.494,12.756,-12.024,-38.818
1.990,1.745,1.442,-5.676,15.381,-45.349
1.868,1.819,1.329,-22.888,39.612,-51.758
1.762,1.898,1.210,-36.682,56.458,-60.120
1.680,1.973,1.104,-47.424,66.833,-70.923
1.583,2.041,0.998,-55.359,71.289,-83.374
1.493,2.064,0.930,-58.594,72.754,-98.450
1.420,2.052,0.921,-59.448,72.632,-114.990
1.328,1.970,0.941,-60.303,76.050,-132.812
1.243,1.786,0.942,-66.956,83.740,-149.353
1.152,1.603,0.937,-81.116,98.816,-160.034
1.058,1.409,0.867,-97.046,111.023,-166.504
0.954,1.211,0.801,-109.863,122.192,-172.180
0.840,1.007,0.723,-116.638,129.456,-176.758
0.679,0.736,0.674,-118.774,131.897,-181.885
0.592,0.441,0.645,-120.789,133.667,-187.866
0.539,0.165,0.596,-128.296,137.878,-186.768
0.414,-0.068,0.570,-135.986,141.785,-177.429
0.249,-0.283,0.593,-138.550,142.761,-168.518
0.173,-0.483,0.600,-141.541,142.944,-161.560
0.145,-0.721,0.548,-150.940,141.113,-150.330
0.142,-0.826,0.385,-160.828,134.888,-134.705
0.107,-0.873,0.225,-160.950,122.864,-118.713
0.090,-0.873,0.113,-145.630,106.201,-105.652
0.080,-0.830,0.058,-115.234,86.365,-99.792
-0.021,-0.822,0.120,-79.529,65.735,-98.083
0.077,-0.835,0.255,-58.777,52.307,-97.351
0.103,-0.888,0.296,-64.148,49.683,-87.158
0.127,-0.910,0.226,-85.144,55.054,-66.467
0.188,-0.918,0.134,-96.863,62.195,-45.593
0.162,-0.922,0.040,-86.121,65.674,-30.151
0.197,-0.848,-0.050,-59.509,62.073,-22.095
0.197,-0.739,-0.121,-29.236,52.856,-18.677
0.238,-0.648,-0.191,-7.629,39.795,-16.663
0.290,-0.547,-0.205,1.953,25.024,-12.878
0.374,-0.475,-0.165,-0.610,11.475,-6.958
0.463,-0.400,-0.098,-15.015,6.409,2.686
0.522,-0.350,-0.079,-35.645,9.460,14.404
0.576,-0.309,-0.110,-51.514,15.503,24.597
0.603,-0.267,-0.145,-52.124,20.691,30.212
0.615,-0.211,-0.173,-40.710,22.522,30.579
0.659,-0.161,-0.209,-26.245,21.301,28.259
0.670,-0.109,-0.259,-17.090,17.883,26.855
0.663,-0.094,-0.270,-13.306,11.841,26.611
0.702,-0.068,-0.274,-10.071,3.784,25.024
0.736,-0.051,-0.247,-4.272,-4.578,22.339
0.758,-0.015,-0.180,1.892,-11.108,20.508
0.758,0.011,-0.130,3.906,-15.747,18.799
0.791,-0.011,-0.073,2.869,-16.541,17.029
0.806,-0.009,-0.029,0.427,-13.916,17.944
0.827,0.025,-0.025,-2.136,-10.376,20.325
0.839,0.064,-0.026,-3.540,-6.653,21.545
0.879,0.091,-0.039,-5.249,-3.540,21.118
0.915,0.116,-0.076,-6.531,-0.732,20.264
0.923,0.133,-0.130,-6.531,0.488,19.409
0.920,0.122,-0.174,-4.700,0.183,17.212
0.927,0.104,-0.195,-0.305,-2.197,13.794
0.925,0.086,-0.181,4.028,-5.615,11.597
0.936,0.079,-0.149,5.371,-8.118,11.414
0.936,0.095,-0.108,4.150,-9.399,13.062
0.939,0.120,-0.087,2.441,-9.216,14.038
0.961,0.137,-0.077,2.014,-7.874,12.878
1.002,0.141,-0.070,2.563,-6.348,10.803
1.023,0.158,-0.085,2.869,-4.089,9.338
1.019,0.170,-0.112,2.747,-1.770,7.812
1.010,0.175,-0.145,2.563,-0.305,5.676
1.002,0.176,-0.168,3.235,-1.282,3.235
0.991,0.167,-0.168,4.272,-3.723,0.610
0.988,0.145,-0.163,6.409,-6.714,-1.770
0.997,0.116,-0.149,7.812,-9.460,-3.296
1.000,0.092,-0.123,8.240,-11.719,-3.845
1.006,0.087,-0.099,7.446,-12.451,-3.845
1.008,0.087,-0.075,5.859,-11.230,-3.052
1.007,0.088,-0.061,4.028,-9.033,-1.953
1.003,0.094,-0.057,1.648,-6.958,-0.549
0.998,0.094,-0.064,0.183,-5.798,0.366
1.003,0.098,-0.061,1.282,-5.432,0.000
1.009,0.094,-0.049,3.845,-4.883,-1.282
0.999,0.081,-0.050,5.920,-3.906,-2.197
0.991,0.079,-0.057,7.385,-3.174,-2.563
0.982,0.090,-0.074,7.263,-2.625,-2.808
0.981,0.090,-0.099,5.249,-2.319,-2.625
0.980,0.080,-0.113,3.662,-2.869,-2.502
0.981,0.076,-0.113,4.761,-3.723,-2.380
0.977,0.070,-0.106,7.080,-3.723,-2.441
0.976,0.061,-0.101,8.301,-3.540,-2.502
0.969,0.055,-0.098,7.019,-3.235,-1.648
0.960,0.055,-0.103,4.700,-2.808,0.244
0.957,0.063,-0.098,3.052,-2.502,1.709
0.965,0.067,-0.090,2.869,-2.747,2.625
0.967,0.071,-0.077,4.211,-3.113,2.869
0.969,0.076,-0.059,5.981,-4.150,2.747
0.978,0.068,-0.047,6.165,-4.272,2.563
0.990,0.076,-0.051,5.066,-3.479,3.601
0.983,0.084,-0.058,4.028,-2.319,4.944
0.988,0.103,-0.064,3.479,-0.916,6.165
0.984,0.112,-0.068,3.174,-0.610,6.653
0.981,0.121,-0.064,3.235,-0.488,6.714
0.982,0.118,-0.067,2.869,-0.305,6.226
0.993,0.113,-0.079,1.953,0.366,5.859
0.989,0.107,-0.093,1.953,0.732,6.042
0.977,0.107,-0.101,2.747,0.183,6.042
0.971,0.114,-0.102,4.211,-0.793,5.615
0.971,0.123,-0.089,5.554,-2.197,5.066
0.987,0.124,-0.078,5.066,-2.869,4.761
0.989,0.129,-0.072,2.869,-1.770,5.554
0.979,0.132,-0.077,0.244,-0.183,6.104
0.973,0.124,-0.089,-0.610,0.977,6.104
0.974,0.116,-0.108,1.221,1.282,5.615
0.979,0.120,-0.116,3.174,0.427,4.944

2.169,0.393,0.840,30.945,-151.306,3.418
2.370,0.686,1.112,40.649,-146.912,5.676
2.557,0.985,1.374,36.926,-138.000,5.493
2.758,1.272,1.549,23.743,-116.882,3.601
2.891,1.492,1.689,7.019,-90.393,0.305
2.983,1.809,1.755,-12.268,-58.655,-4.211
2.948,2.012,1.750,-31.189,-22.888,-12.512
2.827,2.170,1.677,-51.758,8.728,-22.766
2.624,2.284,1.578,-69.214,33.936,-36.316
2.400,2.342,1.418,-78.369,56.641,-55.420
2.164,2.382,1.322,-80.750,74.036,-77.209
1.899,2.318,1.198,-82.825,83.252,-98.938
1.614,2.104,1.131,-90.393,92.896,-121.582
1.411,1.791,1.066,-104.675,101.746,-140.808
1.122,1.432,0.953,-119.568,113.220,-153.625
0.869,1.039,0.808,-130.676,122.253,-163.208
0.674,0.624,0.667,-137.024,128.418,-169.067
0.467,0.266,0.510,-135.315,130.188,-171.082
0.230,-0.019,0.443,-124.512,124.390,-172.607
0.111,-0.332,0.509,-111.816,113.159,-174.072
0.114,-0.558,0.555,-110.718,103.882,-167.297
0.087,-0.669,0.505,-116.821,100.281,-152.588
0.071,-0.716,0.415,-119.141,100.342,-136.963
0.096,-0.762,0.287,-113.220,104.004,-124.817
0.078,-0.739,0.137,-101.746,106.689,-115.845
0.048,-0.714,0.003,-90.393,101.929,-110.229
0.046,-0.697,-0.082,-80.750,92.407,-105.652
0.062,-0.648,-0.163,-73.486,77.332,-100.708
0.064,-0.680,-0.151,-64.148,58.716,-96.680
0.130,-0.729,-0.114,-54.810,39.795,-93.628
0.178,-0.786,0.015,-43.518,26.123,-86.487
0.253,-0.806,0.100,-35.706,22.217,-75.134
0.284,-0.775,0.153,-31.982,27.161,-60.242
0.288,-0.715,0.121,-32.288,33.875,-45.837
0.293,-0.645,0.078,-35.034,35.950,-35.400
0.340,-0.622,0.014,-36.011,34.790,-28.625
0.395,-0.611,-0.081,-33.386,30.518,-23.193
0.443,-0.602,-0.156,-25.940,23.010,-18.311
0.493,-0.592,-0.178,-16.418,11.169,-13.916
0.539,-0.539,-0.151,-9.216,-0.977,-8.301
0.584,-0.445,-0.093,-4.272,-9.338,-2.625
0.642,-0.371,-0.003,-3.296,-13.672,2.441
0.702,-0.300,0.063,-9.460,-10.681,9.644
0.731,-0.230,0.058,-20.447,-5.066,17.761
0.756,-0.177,0.016,-27.527,1.099,22.339
0.767,-0.137,-0.026,-25.208,4.700,22.583
0.775,-0.103,-0.051,-16.479,3.418,19.653
0.784,-0.084,-0.038,-6.653,-0.793,15.076
0.798,-0.092,-0.015,-0.305,-5.249,11.108
0.817,-0.090,0.013,1.465,-8.423,9.827
0.836,-0.081,0.041,1.465,-10.010,10.315
0.868,-0.077,0.071,1.404,-9.033,10.803
0.885,-0.060,0.067,1.526,-6.348,11.108
0.898,-0.035,0.047,3.662,-3.296,10.315
0.909,-0.017,0.016,6.958,-0.549,8.606
0.912,-0.001,-0.010,8.362,0.549,6.775
0.909,0.010,-0.029,9.277,-0.122,4.639
0.928,0.002,-0.029,10.498,-1.648,2.625
0.940,0.003,-0.024,10.498,-3.235,1.770
0.959,0.005,-0.011,9.827,-4.395,1.648
0.980,0.000,-0.005,8.545,-3.662,2.014
0.984,-0.005,-0.019,7.080,-1.709,2.808
0.981,-0.008,-0.027,6.775,0.000,3.601
0.976,-0.004,-0.024,6.836,0.244,4.395
0.980,0.002,-0.014,7.507,0.122,4.883
0.980,0.011,-0.007,7.385,-0.061,5.493
0.991,0.000,0.000,6.775,-0.305,5.737
0.996,-0.007,-0.005,6.165,-0.061,5.615
1.000,-0.015,-0.007,6.042,-0.244,5.432
1.005,-0.017,-0.005,6.042,0.122,5.859
1.001,-0.003,-0.017,5.005,0.732,7.080
1.000,0.006,-0.035,3.357,1.099,7.874
1.002,0.019,-0.047,3.357,0.977,8.057
1.001,0.042,-0.042,4.517,0.427,7.385
1.004,0.044,-0.027,5.432,0.244,6.165
1.001,0.033,-0.027,4.883,0.366,4.944
0.996,0.015,-0.037,4.639,0.366,4.272
0.991,0.001,-0.045,6.042,-0.122,3.967
0.990,-0.003,-0.039,7.812,-1.038,3.601
0.994,-0.001,-0.023,7.874,-1.343,4.517
1.000,-0.000,-0.027,5.127,-0.793,6.104
1.003,0.013,-0.033,1.892,-0.122,8.179
1.007,0.045,-0.033,-0.122,-0.305,9.644
1.009,0.077,-0.029,-0.366,-0.488,9.460
1.006,0.101,-0.024,-0.549,0.061,7.996
1.000,0.090,-0.022,0.305,1.038,5.188
1.000,0.066,-0.034,2.991,2.625,1.953
0.986,0.050,-0.046,5.981,2.563,-0.549
0.975,0.033,-0.039,7.690,1.160,-1.709
