aX,aY,aZ,gX,gY,gZ
-0.242,0.290,0.060,19.104,-104.187,7.874
-0.199,0.328,0.064,11.353,-113.953,15.320
-0.132,0.405,0.081,6.165,-122.131,21.301
-0.065,0.495,0.081,6.409,-125.366,23.804
-0.013,0.566,0.045,8.240,-125.549,23.376
0.037,0.635,0.003,9.766,-126.343,22.583
0.114,0.714,-0.009,11.169,-128.723,21.057
0.182,0.789,-0.026,10.498,-134.705,18.738
0.271,0.876,-0.008,7.996,-140.930,17.517
0.340,1.009,0.041,7.263,-148.010,15.015
0.428,1.108,0.114,9.888,-157.410,7.019
0.569,1.139,0.267,17.700,-161.987,-4.211
0.671,1.103,0.410,29.114,-161.011,-16.846
0.782,1.036,0.553,41.931,-154.175,-28.442
0.890,0.966,0.706,52.124,-145.386,-37.537
0.968,0.891,0.839,54.321,-139.465,-42.480
1.051,0.883,0.970,48.401,-133.850,-42.664
1.135,0.908,1.099,39.063,-130.554,-42.114
1.172,0.782,1.250,28.503,-127.258,-41.748
1.324,0.897,1.231,23.254,-121.948,-48.157
1.527,0.759,1.470,28.564,-94.971,-40.833
1.355,0.667,1.363,23.682,-91.064,-40.161
1.337,0.766,1.243,28.259,-96.069,-50.110
1.325,0.772,1.278,36.011,-59.937,-47.485
1.277,0.841,1.215,31.616,-44.434,-46.082
1.226,0.848,1.164,22.339,-40.710,-46.631
1.215,0.832,1.112,13.733,-31.616,-46.509
1.210,0.768,1.062,8.789,-18.494,-46.265
1.224,0.671,1.019,7.568,-4.700,-44.678
1.170,0.619,0.935,7.385,4.272,-40.405
1.097,0.624,0.846,6.348,12.390,-34.912
1.047,0.643,0.787,2.625,19.714,-29.541
0.974,0.657,0.733,-7.324,22.949,-22.034
0.885,0.666,0.682,-18.494,22.705,-14.648
0.821,0.680,0.651,-25.269,22.156,-10.803
0.751,0.672,0.616,-26.733,23.682,-10.193
0.692,0.661,0.559,-23.621,25.696,-12.817
0.655,0.638,0.511,-18.555,26.489,-17.151
0.644,0.598,0.490,-12.695,26.917,-20.752
0.638,0.547,0.464,-6.409,27.954,-23.315
0.626,0.509,0.425,-1.160,29.236,-23.743
0.611,0.496,0.398,1.465,28.992,-21.912
0.598,0.494,0.391,-0.183,26.306,-18.250
0.577,0.505,0.380,-5.981,22.644,-12.634
0.556,0.510,0.365,-12.756,18.921,-6.653
0.529,0.513,0.361,-15.869,14.893,-3.357
0.517,0.522,0.373,-14.954,12.207,-2.258
0.517,0.538,0.402,-10.254,11.719,-2.563
0.520,0.566,0.434,-4.456,12.512,-2.991
0.511,0.596,0.436,-1.282,14.038,-3.418
0.506,0.614,0.424,-1.221,15.137,-3.662
0.504,0.618,0.401,-3.418,14.587,-3.113
0.501,0.615,0.382,-5.798,12.634,-2.808
0.491,0.614,0.372,-6.287,10.193,-2.747
0.487,0.609,0.354,-5.371,7.202,-2.991
0.481,0.596,0.361,-4.456,4.395,-3.601
0.491,0.606,0.390,-4.272,2.625,-4.028
0.502,0.625,0.428,-3.479,1.099,-4.150
0.516,0.648,0.451,-3.296,0.793,-4.456
0.524,0.656,0.460,-3.479,1.648,-4.700
0.527,0.655,0.457,-3.479,2.747,-5.005
0.528,0.645,0.443,-2.380,4.028,-6.226

0.234,1.512,1.177,105.286,-99.731,202.148
0.282,1.615,1.238,92.834,-87.585,198.303
0.279,1.625,1.200,89.478,-70.801,190.918
0.263,1.622,1.131,92.529,-55.237,180.664
0.242,1.705,1.119,95.093,-46.509,172.058
0.228,1.857,1.159,88.440,-45.654,166.260
0.270,2.026,1.250,74.280,-45.898,161.011
0.342,2.134,1.460,55.725,-48.157,155.640
0.276,2.307,1.432,34.241,-57.434,147.644
0.360,2.315,1.562,24.536,-28.015,134.888
0.425,2.430,1.534,19.043,-7.385,115.845
0.397,2.430,1.470,12.024,3.296,99.060
0.406,2.505,1.379,-0.916,12.390,83.252
0.421,2.457,1.339,-12.512,23.437,68.237
0.418,2.432,1.268,-24.475,29.541,52.185
0.409,2.350,1.217,-32.776,36.255,34.607
0.388,2.252,1.144,-39.490,43.823,16.541
0.368,2.107,1.077,-44.861,51.758,-0.366
0.355,1.989,1.023,-49.438,57.068,-14.526
0.356,1.861,0.993,-56.091,59.509,-27.039
0.346,1.709,0.958,-64.148,62.622,-36.194
0.338,1.583,0.903,-71.289,65.430,-43.884
0.317,1.489,0.847,-76.721,66.406,-50.842
0.285,1.421,0.796,-82.764,65.918,-56.458
0.263,1.347,0.770,-88.928,64.758,-60.852
0.241,1.273,0.758,-94.055,64.758,-64.575
0.202,1.216,0.734,-97.229,66.406,-68.481
0.164,1.137,0.688,-99.243,67.566,-73.303
0.146,1.044,0.660,-100.464,68.481,-77.881
0.122,0.994,0.627,-100.647,67.810,-81.543
0.094,0.943,0.596,-100.830,65.430,-85.022
0.076,0.904,0.583,-100.830,63.904,-88.196
0.048,0.868,0.564,-100.525,64.209,-91.248
0.007,0.801,0.511,-100.159,63.782,-95.032
-0.021,0.709,0.466,-99.304,66.467,-98.083
-0.052,0.640,0.413,-96.680,69.275,-100.464
-0.094,0.577,0.322,-94.482,68.909,-101.868
-0.138,0.490,0.238,-92.224,67.444,-101.379
-0.187,0.416,0.161,-90.088,65.674,-99.548
-0.222,0.339,0.114,-86.487,59.631,-98.572
-0.224,0.258,0.106,-78.918,51.758,-98.694
-0.209,0.160,0.127,-65.552,46.021,-98.877
-0.168,0.112,0.161,-47.241,42.358,-99.609
-0.136,0.090,0.178,-30.151,39.978,-98.694
-0.134,0.058,0.157,-22.583,38.208,-92.957
-0.118,-0.002,0.130,-24.292,36.682,-83.130
-0.117,-0.060,0.077,-31.677,30.029,-69.763
-0.136,-0.087,0.026,-38.513,22.461,-53.955
-0.133,-0.039,-0.002,-41.077,11.108,-39.673
-0.130,0.027,0.006,-40.771,-2.502,-27.344
-0.162,0.103,-0.023,-40.649,-14.160,-15.442
-0.133,0.129,-0.023,-39.795,-18.860,-6.775
-0.094,0.135,-0.034,-35.217,-24.170,-2.991
-0.084,0.158,-0.059,-27.649,-28.442,1.465
-0.117,0.213,-0.101,-18.005,-30.212,6.836
-0.161,0.293,-0.157,-8.179,-35.645,8.667
-0.167,0.339,-0.169,-0.610,-45.654,7.935
-0.162,0.368,-0.151,-0.977,-59.448,9.277
-0.150,0.383,-0.126,-7.385,-75.256,13.672
-0.102,0.377,-0.086,-13.245,-88.684,17.395
-0.065,0.374,-0.056,-14.648,-98.450,20.386
-0.034,0.399,-0.038,-11.902,-102.905,23.621
-0.021,0.474,-0.040,-6.958,-105.713,25.574
0.001,0.586,-0.047,-1.221,-107.483,26.001
0.019,0.698,-0.076,3.357,-107.727,24.902
0.030,0.777,-0.120,3.418,-110.840,23.010
0.075,0.822,-0.150,-0.366,-116.211,20.386
0.120,0.822,-0.185,-3.601,-122.742,16.785
0.171,0.826,-0.190,-3.845,-129.211,12.573
0.230,0.906,-0.130,-1.099,-137.512,8.118
0.252,1.011,-0.051,1.648,-147.095,2.930
0.270,1.089,0.033,1.770,-154.907,-3.296
0.304,1.105,0.124,1.648,-160.156,-11.536
0.389,1.033,0.187,4.150,-163.330,-24.109
0.528,0.880,0.266,8.667,-162.720,-36.438
0.659,0.781,0.402,13.733,-161.377,-43.335
0.788,0.783,0.595,8.911,-164.429,-42.847
0.869,0.817,0.818,-9.949,-168.213,-34.241
0.932,0.851,1.030,-31.006,-170.288,-23.865
1.015,0.896,1.207,-39.856,-164.368,-20.203
1.023,0.803,1.295,-33.508,-148.499,-23.682
1.255,0.930,1.327,-14.465,-129.089,-37.659
1.328,0.824,1.389,1.953,-109.741,-37.903
1.220,0.779,1.234,1.465,-100.098,-42.969
1.275,0.724,1.218,5.737,-86.731,-50.842
1.261,0.710,1.201,11.841,-63.721,-49.744
1.205,0.713,1.138,15.259,-51.941,-47.485
1.174,0.707,1.080,18.311,-41.199,-49.561
1.160,0.690,1.009,20.935,-30.518,-53.284
1.150,0.632,0.943,23.865,-18.738,-55.054
1.140,0.605,0.880,26.794,-8.972,-54.382
1.100,0.591,0.811,28.870,-0.977,-53.406
1.061,0.574,0.737,28.687,7.019,-50.415
1.006,0.563,0.664,23.743,11.597,-44.617
0.955,0.568,0.620,15.381,12.451,-37.354
0.909,0.592,0.595,6.042,12.939,-30.090
0.860,0.599,0.560,-0.916,14.160,-24.475
0.827,0.590,0.524,-3.540,16.663,-21.606
0.803,0.590,0.481,-2.502,19.165,-20.142
0.793,0.578,0.451,0.244,21.912,-20.020
0.776,0.562,0.414,2.747,24.536,-19.165
0.755,0.551,0.381,4.150,25.696,-17.212
0.727,0.552,0.368,3.845,25.085,-14.526
0.704,0.555,0.360,2.686,22.949,-11.292
0.677,0.562,0.355,1.648,20.508,-7.874
0.664,0.559,0.357,0.671,18.005,-5.493
0.649,0.559,0.359,-0.488,15.259,-3.601
0.641,0.558,0.365,-0.916,12.756,-2.258
0.630,0.559,0.369,0.000,11.475,-1.343
0.618,0.568,0.378,2.747,11.047,-1.282
0.607,0.573,0.383,6.287,10.864,-2.136
0.601,0.565,0.386,9.033,10.620,-2.991
0.583,0.558,0.382,10.681,9.888,-3.174
0.569,0.552,0.383,10.315,8.545,-2.686
0.568,0.546,0.392,7.202,6.958,-0.916
0.585,0.550,0.415,3.784,5.005,1.587
0.592,0.558,0.439,1.343,4.456,4.639
0.595,0.569,0.446,0.427,5.981,7.202
0.586,0.583,0.433,1.099,7.935,8.484

0.180,1.454,1.193,106.445,-82.642,191.284
0.211,1.538,1.256,100.952,-72.021,186.340
0.233,1.654,1.291,94.849,-61.340,180.725
0.245,1.779,1.278,86.731,-53.284,175.110
0.269,1.887,1.255,77.271,-46.143,168.152
0.291,1.960,1.221,68.481,-39.185,159.119
0.324,2.008,1.188,62.805,-33.447,148.254
0.351,2.115,1.203,56.641,-29.053,138.306
0.382,2.248,1.251,45.959,-26.550,129.822
0.400,2.438,1.351,29.846,-24.231,122.070
0.417,2.598,1.427,9.827,-19.897,111.206
0.456,2.677,1.442,-5.920,-8.850,93.933
0.486,2.647,1.424,-14.954,7.202,72.876
0.470,2.619,1.268,-21.851,22.583,51.086
0.477,2.438,1.294,-26.123,39.063,32.593
0.403,2.457,1.140,-36.865,38.086,15.137
0.411,2.356,1.184,-47.302,44.800,1.038
0.410,2.294,1.152,-58.594,46.021,-14.404
0.354,2.162,1.073,-70.007,40.771,-29.541
0.316,2.016,1.009,-79.773,44.556,-43.091
0.304,1.862,1.000,-87.341,49.561,-55.603
0.265,1.727,0.990,-92.407,56.519,-66.406
0.214,1.594,0.946,-93.811,63.782,-77.087
0.167,1.465,0.864,-94.177,70.129,-86.792
0.115,1.320,0.783,-96.130,72.144,-94.543
0.061,1.195,0.725,-98.572,70.068,-99.304
0.014,1.109,0.672,-101.685,63.171,-103.638
-0.034,1.000,0.603,-105.835,57.373,-107.483
-0.081,0.853,0.555,-109.009,54.626,-110.657
-0.080,0.719,0.578,-108.765,52.185,-113.464
-0.109,0.625,0.575,-102.417,55.054,-115.784
-0.143,0.566,0.544,-90.820,61.279,-118.164
-0.169,0.512,0.540,-80.933,69.824,-119.995
-0.192,0.479,0.497,-76.111,72.266,-121.704
-0.192,0.431,0.448,-76.538,72.876,-120.850
-0.195,0.364,0.366,-81.848,72.754,-117.554
-0.217,0.278,0.255,-86.609,69.458,-112.854
-0.244,0.165,0.162,-86.487,64.941,-106.934
-0.271,0.096,0.061,-81.116,54.626,-102.234
-0.273,0.006,-0.001,-70.313,43.945,-99.121
-0.270,-0.048,-0.040,-58.350,32.654,-94.910
-0.298,-0.096,-0.079,-48.462,20.630,-87.158
-0.280,-0.128,-0.085,-39.490,8.484,-78.613
-0.220,-0.162,-0.036,-29.236,-1.587,-70.190
-0.250,-0.141,-0.085,-21.484,-13.306,-58.472
-0.241,-0.141,-0.082,-17.578,-12.268,-44.250
-0.207,-0.114,-0.060,-15.991,-16.174,-31.738
-0.224,-0.005,-0.056,-19.165,-28.809,-17.273
-0.219,0.099,-0.027,-23.254,-40.222,-4.883
-0.203,0.163,-0.011,-27.039,-49.500,3.662
-0.172,0.197,-0.008,-29.785,-59.265,9.888
-0.147,0.211,-0.012,-30.029,-67.993,15.808
-0.114,0.245,-0.018,-28.076,-74.951,21.912
-0.108,0.325,-0.023,-23.560,-79.895,27.588
-0.134,0.421,-0.034,-17.456,-83.923,31.189
-0.144,0.518,-0.050,-12.207,-89.172,30.762
-0.113,0.586,-0.070,-9.155,-96.191,27.039
-0.077,0.627,-0.087,-8.667,-103.394,24.597
-0.036,0.651,-0.085,-8.545,-110.291,22.888
0.008,0.658,-0.075,-8.728,-119.141,20.142
0.045,0.635,-0.060,-9.338,-126.892,18.738
0.111,0.649,-0.034,-6.287,-132.080,16.479
0.165,0.737,0.002,0.610,-137.085,13.489
0.199,0.886,0.057,3.662,-142.761,10.986
0.241,1.010,0.098,-0.183,-149.109,6.958
0.293,1.050,0.123,-6.836,-153.259,1.465
0.308,1.029,0.116,-10.437,-156.006,-4.333
0.335,0.958,0.116,-4.822,-157.471,-13.123
0.389,0.905,0.166,11.292,-158.447,-26.794
0.455,0.936,0.295,29.541,-160.889,-39.307
0.495,1.015,0.442,37.964,-168.762,-49.316
0.566,0.996,0.633,35.278,-173.340,-58.533
0.634,0.883,0.784,26.001,-171.631,-66.162
0.709,0.730,0.875,20.325,-164.307,-72.449
0.775,0.588,0.926,21.790,-152.100,-78.064
0.824,0.452,0.940,27.588,-140.564,-83.679
0.960,0.366,0.963,34.302,-128.357,-88.379
1.025,0.275,1.044,37.842,-119.263,-89.905
1.206,0.347,1.198,33.936,-119.263,-82.642
1.065,0.322,1.261,12.329,-123.230,-62.012
1.134,0.413,1.334,-5.493,-117.126,-58.350
1.205,0.342,1.408,-6.531,-97.656,-57.312
1.168,0.349,1.335,-4.150,-77.332,-54.016
1.162,0.302,1.245,3.174,-59.692,-53.101
1.161,0.292,1.147,9.583,-45.105,-52.795
1.176,0.329,1.098,14.038,-36.316,-50.354
1.169,0.408,1.095,15.198,-29.175,-44.556
1.140,0.471,1.079,11.047,-24.292,-38.696
1.105,0.504,1.064,6.531,-17.700,-34.302
1.067,0.513,1.013,3.662,-9.766,-31.921
1.026,0.487,0.938,2.625,-1.221,-30.518
0.995,0.463,0.863,3.113,7.141,-29.236
0.957,0.468,0.802,4.395,13.916,-27.283
0.929,0.493,0.761,6.042,16.785,-25.696
0.901,0.513,0.744,6.531,18.066,-23.987
0.879,0.512,0.727,4.578,18.799,-21.790
0.839,0.510,0.709,1.587,20.325,-18.616
0.817,0.511,0.693,0.122,22.827,-16.174
0.775,0.520,0.662,-0.427,25.391,-14.465
0.762,0.527,0.633,-0.488,28.198,-13.672
0.743,0.512,0.587,0.366,31.433,-13.306
0.718,0.479,0.531,2.136,33.203,-12.634
0.703,0.479,0.504,4.211,32.654,-11.108
0.693,0.490,0.506,6.348,30.518,-9.888
0.676,0.513,0.514,5.859,28.076,-8.301
0.664,0.506,0.512,3.296,25.757,-6.653
0.648,0.498,0.504,-0.244,24.292,-4.639
0.639,0.485,0.501,-1.831,23.071,-3.235
0.635,0.482,0.499,-1.587,22.705,-2.319
0.631,0.482,0.487,-1.160,22.339,-1.282
0.624,0.482,0.481,-0.427,21.667,0.061
0.607,0.483,0.476,0.977,21.240,1.221
0.595,0.497,0.471,2.625,21.179,2.075
0.584,0.504,0.460,3.540,20.508,2.441
0.578,0.508,0.444,3.052,18.921,2.686
0.562,0.505,0.425,1.404,16.724,3.357
0.561,0.504,0.420,1.038,14.038,3.479
0.563,0.506,0.428,1.892,11.169,3.113
0.580,0.509,0.457,2.930,9.155,3.296

0.189,1.421,1.237,135.925,-89.233,188.477
0.240,1.488,1.269,132.507,-78.125,180.176
0.241,1.500,1.246,129.211,-65.125,173.096
0.293,1.652,1.287,123.108,-56.274,169.067
0.315,1.819,1.332,110.840,-52.002,166.382
0.343,1.950,1.364,95.947,-47.485,161.987
0.377,2.062,1.415,83.435,-41.626,154.846
0.377,2.205,1.453,72.388,-36.255,145.935
0.394,2.378,1.470,61.218,-30.823,134.155
0.455,2.450,1.560,48.340,-22.522,118.896
0.429,2.551,1.484,36.255,-18.066,100.159
0.476,2.556,1.474,29.785,5.432,82.275
0.543,2.586,1.459,24.414,21.240,59.448
0.510,2.545,1.433,14.526,25.635,42.297
0.535,2.537,1.422,-0.488,32.898,26.611
0.529,2.456,1.421,-16.479,39.856,12.817
0.505,2.379,1.364,-35.522,44.678,0.000
0.482,2.217,1.298,-50.232,54.199,-13.611
0.442,2.044,1.209,-58.838,66.833,-29.114
0.451,1.849,1.131,-62.805,79.773,-43.518
0.440,1.672,1.054,-67.627,90.576,-53.467
0.406,1.533,0.980,-75.439,96.252,-58.228
0.375,1.422,0.901,-85.144,97.900,-60.242
0.337,1.334,0.835,-96.436,98.816,-62.805
0.287,1.241,0.760,-107.239,95.642,-65.125
0.242,1.148,0.682,-115.356,89.355,-68.604
0.208,1.063,0.630,-119.751,81.543,-72.693
0.155,0.987,0.593,-118.958,73.853,-78.857
0.157,0.899,0.605,-113.342,70.190,-86.365
0.135,0.820,0.596,-103.394,66.711,-94.116
0.096,0.756,0.575,-92.346,65.491,-101.379
0.096,0.659,0.583,-79.773,71.655,-107.544
0.048,0.609,0.548,-69.946,75.317,-111.328
0.007,0.562,0.519,-65.857,79.102,-111.938
-0.013,0.493,0.476,-69.641,81.299,-110.596
-0.061,0.421,0.401,-78.308,82.031,-105.347
-0.102,0.390,0.344,-84.045,82.275,-100.159
-0.150,0.379,0.249,-84.534,77.759,-97.412
-0.171,0.361,0.183,-84.106,73.914,-94.788
-0.191,0.327,0.090,-80.627,65.552,-94.238
-0.209,0.240,0.029,-73.730,60.120,-92.834
-0.222,0.191,0.045,-65.796,52.429,-91.003
-0.203,0.191,0.096,-54.199,43.457,-89.661
-0.171,0.225,0.133,-40.039,37.720,-89.172
-0.142,0.213,0.166,-29.480,33.508,-85.999
-0.154,0.204,0.110,-28.015,23.193,-77.026
-0.172,0.185,0.090,-32.593,21.179,-64.514
-0.149,0.189,0.060,-36.316,18.738,-53.467
-0.175,0.191,0.010,-37.109,12.085,-43.152
-0.224,0.242,-0.051,-36.255,1.648,-33.997
-0.222,0.269,-0.071,-34.424,-6.775,-27.039
-0.239,0.285,-0.103,-33.630,-20.203,-21.179
-0.243,0.286,-0.105,-32.227,-37.109,-15.808
-0.215,0.290,-0.056,-27.771,-52.246,-11.902
-0.191,0.360,0.002,-20.813,-61.523,-8.667
-0.189,0.425,0.023,-14.404,-66.284,-6.042
-0.168,0.479,0.023,-14.771,-71.716,-3.052
-0.137,0.520,0.002,-23.865,-77.087,3.601
-0.140,0.555,-0.056,-35.583,-82.397,12.817
-0.148,0.550,-0.098,-43.823,-85.938,20.691
-0.171,0.537,-0.131,-46.082,-92.224,23.987
-0.170,0.538,-0.136,-42.053,-98.938,23.254
-0.162,0.523,-0.145,-33.875,-104.553,19.165
-0.152,0.498,-0.154,-24.414,-110.474,14.832
-0.110,0.471,-0.139,-15.198,-118.042,11.169
-0.044,0.438,-0.102,-6.348,-126.099,7.996
0.020,0.422,-0.067,-1.221,-131.531,7.324
0.100,0.437,-0.009,0.122,-138.062,10.071
0.165,0.518,0.040,-2.197,-145.264,15.137
0.254,0.580,0.114,-4.211,-151.550,17.944
0.347,0.677,0.176,-3.052,-154.968,16.907
0.470,0.750,0.258,2.014,-154.602,12.817
0.505,0.770,0.302,6.226,-153.015,7.751
0.552,0.746,0.371,10.437,-153.015,1.953
0.617,0.763,0.486,18.005,-151.917,-4.944
0.719,0.819,0.665,23.743,-152.588,-12.085
0.826,0.870,0.859,25.391,-154.419,-20.081
0.988,0.879,1.056,26.245,-151.184,-28.442
1.082,0.857,1.178,27.344,-140.808,-35.889
1.144,0.782,1.200,31.372,-127.075,-44.983
1.187,0.673,1.174,36.255,-110.840,-53.528
1.234,0.580,1.134,38.696,-95.825,-58.838
1.259,0.509,1.110,38.818,-85.144,-59.448
1.248,0.497,1.102,34.851,-78.125,-56.519
1.409,0.626,1.214,31.738,-74.402,-54.260
1.296,0.581,1.244,17.944,-71.594,-41.504
1.287,0.616,1.130,4.883,-65.186,-44.556
1.396,0.500,1.146,10.132,-40.894,-49.316
1.271,0.478,1.019,12.024,-22.156,-42.053
1.186,0.467,0.907,13.428,-13.245,-38.452
1.145,0.440,0.837,15.198,-2.319,-36.621
1.057,0.412,0.748,13.062,2.380,-31.372
1.031,0.456,0.731,12.512,4.333,-27.466
1.008,0.504,0.737,13.611,4.211,-23.865
0.979,0.544,0.727,12.390,4.395,-20.630
0.968,0.544,0.711,9.949,5.005,-18.066
0.929,0.535,0.674,8.057,6.226,-15.503
0.874,0.535,0.628,6.531,9.399,-12.573
0.829,0.545,0.586,5.005,12.085,-11.353
0.794,0.544,0.556,3.052,12.268,-10.071
0.753,0.550,0.532,0.244,11.108,-7.690
0.724,0.563,0.526,-1.831,9.338,-5.920
0.724,0.571,0.528,-2.625,7.202,-5.493
0.721,0.566,0.522,-1.892,6.409,-5.554
0.699,0.564,0.504,-0.671,6.592,-5.432
0.676,0.550,0.490,2.258,7.385,-5.859
0.652,0.541,0.481,4.944,8.728,-6.104
0.642,0.529,0.475,7.263,10.010,-6.287
0.628,0.517,0.474,8.362,10.559,-5.127
0.612,0.534,0.477,7.935,10.193,-3.418
0.604,0.565,0.484,6.897,8.606,-2.258
0.609,0.579,0.504,5.127,6.958,-1.648
0.607,0.570,0.507,3.784,6.836,-1.709
0.600,0.561,0.496,3.967,7.324,-2.258
0.585,0.551,0.475,5.554,7.141,-2.869
0.584,0.541,0.471,6.470,6.531,-3.601
0.597,0.533,0.484,6.775,5.676,-4.089
0.604,0.526,0.488,7.324,6.226,-3.784
0.605,0.529,0.481,7.385,6.714,-3.357

0.545,1.408,1.268,107.605,-117.432,197.388
0.639,1.526,1.393,101.990,-104.431,186.829
0.691,1.557,1.425,102.600,-84.351,171.936
0.717,1.575,1.384,103.210,-64.087,158.875
0.740,1.637,1.378,98.328,-48.828,150.635
0.747,1.771,1.406,85.022,-40.222,147.766
0.769,1.911,1.452,66.528,-33.508,145.325
0.766,1.990,1.449,50.232,-24.292,138.916
0.762,2.024,1.411,40.955,-11.108,127.075
0.772,2.029,1.333,38.330,4.761,112.061
0.767,2.053,1.324,36.377,16.235,97.595
0.702,2.146,1.261,28.320,18.738,85.876
0.786,2.243,1.348,15.320,32.776,76.599
0.676,2.231,1.257,-1.099,36.194,65.491
0.709,2.287,1.225,-12.634,43.152,50.110
0.705,2.264,1.185,-21.179,53.711,36.621
0.660,2.197,1.134,-31.433,55.298,21.606
0.645,2.100,1.131,-39.368,60.181,5.188
0.589,1.937,1.067,-42.786,74.463,-9.766
0.546,1.768,0.963,-43.396,90.149,-24.292
0.515,1.595,0.853,-45.898,100.098,-36.011
0.466,1.456,0.756,-54.565,103.210,-41.321
0.436,1.340,0.678,-67.200,101.318,-42.786
0.384,1.264,0.604,-80.872,96.680,-44.128
0.346,1.207,0.530,-92.224,89.355,-47.119
0.312,1.147,0.472,-99.426,80.505,-51.697
0.268,1.086,0.424,-102.112,70.618,-57.617
0.206,1.021,0.399,-99.487,61.157,-65.186
0.229,0.901,0.465,-89.355,60.974,-75.378
0.230,0.819,0.516,-72.693,68.787,-84.778
0.170,0.805,0.482,-55.603,78.003,-91.797
0.126,0.785,0.449,-46.875,84.534,-96.436
0.090,0.717,0.414,-48.157,88.013,-97.534
0.049,0.654,0.348,-55.908,87.280,-95.154
0.007,0.591,0.289,-65.674,84.839,-91.980
-0.016,0.525,0.211,-72.693,81.055,-89.661
-0.050,0.404,0.144,-74.280,75.012,-87.280
-0.054,0.339,0.090,-71.167,66.284,-85.022
-0.105,0.275,0.062,-64.270,57.556,-81.360
-0.081,0.238,0.072,-55.359,49.255,-79.407
-0.050,0.165,0.094,-43.823,44.189,-78.430
-0.042,0.107,0.086,-30.457,42.480,-75.195
-0.041,0.066,0.050,-15.564,40.955,-71.594
-0.052,0.007,0.023,-6.165,38.147,-65.186
-0.078,0.032,-0.035,-4.639,28.442,-55.420
-0.093,0.053,-0.058,-7.263,14.404,-43.274
-0.104,0.096,-0.068,-15.564,3.113,-26.123
-0.082,0.161,-0.054,-25.635,-5.066,-10.315
-0.051,0.227,-0.044,-30.518,-15.259,0.000
-0.050,0.299,-0.034,-32.104,-25.818,9.949
-0.074,0.386,-0.032,-31.311,-35.583,17.639
-0.073,0.482,-0.013,-28.870,-43.884,21.484
-0.074,0.557,0.001,-26.306,-50.537,23.193
-0.107,0.577,-0.003,-23.132,-56.152,23.743
-0.121,0.597,-0.010,-17.944,-61.523,22.400
-0.147,0.629,-0.025,-11.475,-69.214,19.470
-0.152,0.644,-0.018,-8.606,-77.209,17.761
-0.154,0.649,-0.013,-12.512,-87.585,18.616
-0.167,0.625,-0.004,-18.127,-98.755,20.020
-0.161,0.611,-0.008,-20.569,-108.765,19.409
-0.135,0.584,-0.001,-19.348,-116.821,17.334
-0.100,0.571,0.020,-13.977,-123.169,14.465
-0.042,0.578,0.033,-4.578,-127.014,10.559
0.007,0.632,0.025,6.836,-127.197,6.287
0.013,0.707,-0.022,16.113,-124.939,2.380
0.001,0.776,-0.099,18.311,-125.854,-0.793
0.012,0.821,-0.147,12.695,-131.348,-3.357
0.038,0.880,-0.166,3.296,-143.738,-5.310
0.093,0.931,-0.127,-8.179,-161.377,-7.690
0.173,0.966,-0.020,-17.517,-177.429,-10.864
0.209,0.973,0.083,-18.433,-189.270,-18.188
0.282,0.935,0.213,-8.179,-194.458,-30.518
0.323,0.831,0.333,6.531,-192.383,-42.908
0.397,0.678,0.452,23.560,-187.317,-56.641
0.519,0.565,0.600,41.504,-180.542,-68.848
0.630,0.527,0.775,52.124,-173.340,-76.355
0.736,0.507,0.956,50.415,-170.776,-79.529
0.833,0.465,1.136,37.598,-170.532,-78.003
0.861,0.306,1.296,20.874,-167.297,-72.266
1.078,0.432,1.388,11.719,-161.072,-72.021
1.266,0.226,1.705,11.658,-138.245,-63.599
1.271,0.275,1.694,9.460,-141.968,-68.054
1.322,0.252,1.735,16.174,-133.545,-71.899
1.425,0.295,1.804,20.569,-101.135,-68.542
1.431,0.304,1.766,17.822,-78.369,-64.026
1.413,0.292,1.658,10.986,-57.129,-58.960
1.393,0.270,1.511,4.822,-38.147,-53.833
1.382,0.248,1.378,2.686,-19.714,-48.767
1.339,0.250,1.251,1.892,-6.592,-42.419
1.266,0.296,1.135,2.014,1.160,-37.170
1.194,0.334,1.031,2.441,8.423,-33.325
1.132,0.365,0.949,2.502,14.648,-29.968
1.064,0.389,0.873,2.014,18.311,-26.917
1.026,0.396,0.810,2.136,21.484,-24.780
0.998,0.382,0.746,1.953,25.085,-22.339
0.958,0.357,0.688,1.587,29.541,-19.287
0.918,0.350,0.648,2.136,32.959,-15.747
0.875,0.390,0.622,2.563,34.058,-12.024
0.820,0.436,0.596,2.502,33.142,-9.338
0.790,0.455,0.576,1.709,32.166,-7.629
0.758,0.468,0.554,-0.122,31.799,-5.554
0.738,0.473,0.542,-1.648,30.151,-3.601
0.695,0.485,0.516,-2.075,28.809,-2.197
0.671,0.494,0.497,-1.892,27.344,-1.526
0.657,0.487,0.488,-1.282,27.100,-1.770
0.650,0.470,0.482,-0.671,26.978,-0.977
0.611,0.475,0.459,-0.549,26.245,0.610
0.607,0.467,0.457,0.122,23.865,1.160
0.612,0.468,0.469,0.244,21.423,2.197
0.610,0.477,0.476,-0.305,18.616,3.540
0.600,0.477,0.471,-0.549,16.418,4.028
0.590,0.477,0.464,-0.671,14.038,3.967
0.586,0.479,0.465,-0.549,11.780,3.723
0.586,0.479,0.474,0.366,9.888,3.357
0.577,0.476,0.479,0.793,8.606,3.357
0.595,0.477,0.492,1.221,7.874,3.296
