aX,aY,aZ,gX,gY,gZ
-0.083,-0.010,0.988,-1.831,5.920,-1.831
-0.077,-0.005,0.958,0.977,5.371,0.000
-0.077,0.007,0.945,3.662,3.784,1.099
-0.074,0.035,0.941,5.920,1.404,1.221
-0.078,0.045,0.958,7.751,-0.916,0.610
-0.077,0.038,0.987,7.874,-2.869,-0.122
-0.065,0.033,1.012,6.226,-3.662,0.488
-0.052,0.054,1.027,5.493,-3.479,1.465
-0.039,0.071,1.028,7.324,-1.953,1.160
-0.048,0.075,1.023,10.315,0.732,-0.366
-0.062,0.069,1.006,10.742,3.845,-1.709
-0.077,0.059,0.988,8.118,5.920,-1.831
-0.088,0.047,0.970,4.456,6.042,-1.831
-0.087,0.037,0.958,1.770,4.944,-1.892
-0.080,0.032,0.951,0.427,3.235,-2.258
-0.077,0.027,0.946,0.122,1.892,-2.258
-0.076,0.024,0.946,-0.183,1.160,-1.587
-0.072,0.017,0.952,0.366,0.671,-0.916
-0.074,0.023,0.957,0.916,0.427,0.061
-0.075,0.044,0.959,2.991,0.305,1.038
-0.065,0.061,0.968,6.775,0.305,0.671
-0.054,0.076,0.967,9.155,1.282,-0.305
-0.057,0.072,0.961,9.399,2.441,-0.671
-0.071,0.060,0.944,6.775,3.174,-0.610
-0.079,0.047,0.933,4.211,2.441,-0.244
-0.078,0.040,0.929,2.869,1.465,0.000
-0.074,0.032,0.930,3.479,-0.244,-0.427
-0.058,0.028,0.936,4.333,-1.038,-0.732
-0.057,0.029,0.940,4.761,-1.282,-0.732
-0.058,0.033,0.941,4.333,-1.282,0.000
-0.059,0.036,0.946,4.211,-1.831,0.549
-0.059,0.036,0.956,4.028,-2.319,0.610
-0.060,0.040,0.962,4.028,-2.563,1.038
-0.059,0.038,0.965,4.028,-2.319,1.038
-0.057,0.031,0.959,3.784,-1.404,1.343
-0.061,0.035,0.951,3.723,-0.732,1.892
-0.067,0.046,0.948,3.479,-0.793,2.380
-0.080,0.058,0.950,2.991,-1.526,2.686
-0.080,0.060,0.959,1.465,-2.808,2.197
-0.073,0.067,0.968,-0.366,-3.906,1.770
-0.076,0.062,0.974,-1.770,-4.333,1.038
-0.076,0.047,0.986,-2.136,-4.211,0.671
-0.081,0.042,0.993,-2.563,-3.601,1.160
-0.095,0.038,0.995,-2.319,-2.808,2.014
-0.105,0.035,0.995,-0.977,-2.136,2.441
-0.117,0.043,0.998,1.404,-2.136,2.808
-0.130,0.051,0.995,4.089,-2.441,2.930
-0.135,0.061,0.990,6.653,-2.686,3.357
-0.136,0.078,0.991,8.789,-2.625,3.784
-0.130,0.093,0.995,9.216,-2.441,3.601
-0.132,0.099,0.991,7.385,-2.380,3.296
-0.135,0.097,0.987,4.395,-2.380,3.601
-0.144,0.093,0.985,1.709,-3.052,3.601
-0.153,0.086,0.992,0.793,-3.967,3.052
-0.148,0.080,0.994,0.977,-4.761,2.014
-0.150,0.057,0.993,1.953,-5.493,1.221
-0.149,0.041,0.996,2.625,-5.981,1.160
-0.163,0.028,0.991,0.854,-6.226,2.502
-0.184,0.016,0.991,-2.563,-6.653,5.554
-0.194,0.000,0.983,-7.080,-7.629,8.179
-0.198,-0.014,0.975,-10.681,-9.521,10.681
-0.205,-0.031,0.968,-12.207,-11.597,13.550
-0.203,-0.033,0.962,-11.353,-12.878,17.456
-0.201,-0.013,0.947,-8.362,-14.648,21.851
-0.184,0.022,0.967,-2.380,-16.418,25.208
-0.153,0.055,0.990,3.906,-15.747,27.771
-0.138,0.101,1.018,6.531,-12.329,31.128
-0.188,0.144,1.025,5.127,-7.568,34.058

-1.878,0.720,0.512,74.280,78.003,25.940
-2.213,0.750,0.586,40.527,59.998,1.953
-2.273,0.527,0.774,-7.141,14.832,-39.063
-1.958,0.254,1.026,-68.176,-40.466,-79.956
-1.389,0.029,1.218,-115.295,-91.553,-111.023
-0.856,-0.264,1.404,-109.375,-122.498,-128.662
-0.406,-0.429,1.539,-52.856,-122.009,-135.742
-0.253,-0.453,1.561,19.409,-95.947,-129.456
-0.291,-0.521,1.567,73.914,-56.335,-112.488
-0.301,-0.645,1.509,91.248,-22.156,-89.111
-0.278,-0.650,1.307,78.979,-1.587,-58.594
-0.255,-0.570,1.114,62.561,18.250,-23.865
-0.342,-0.456,0.922,52.856,32.593,8.179
-0.389,-0.306,0.842,47.363,41.260,34.546
-0.405,-0.143,0.834,41.260,40.833,51.453
-0.396,0.017,0.838,31.311,30.579,61.157
-0.353,0.161,0.874,20.386,19.958,66.101
-0.294,0.319,0.913,12.695,12.085,66.284
-0.257,0.445,0.958,7.019,8.118,61.462
-0.242,0.488,0.986,-0.122,5.981,52.368
-0.204,0.503,0.993,-8.667,3.235,40.955
-0.187,0.452,0.972,-14.709,1.160,29.236
-0.155,0.378,0.963,-16.602,1.953,18.616
-0.144,0.331,0.936,-14.709,1.648,11.353
-0.166,0.304,0.922,-10.010,0.671,5.981
-0.173,0.254,0.932,-6.042,-0.977,0.061
-0.177,0.209,0.943,-6.836,-4.089,-3.662
-0.169,0.167,0.954,-10.864,-7.874,-5.310
-0.149,0.123,0.966,-14.771,-11.292,-5.981
-0.135,0.086,0.967,-15.808,-13.184,-4.761
-0.137,0.073,0.994,-12.939,-13.489,-3.113
-0.115,0.091,1.009,-6.348,-14.038,-1.160
-0.103,0.121,1.020,2.808,-12.634,0.793
-0.109,0.156,1.028,11.230,-9.766,0.305
-0.096,0.163,1.035,16.602,-5.920,-2.075
-0.096,0.141,1.018,16.907,-0.671,-3.418
-0.114,0.114,0.986,13.000,3.357,-4.272
-0.122,0.074,0.950,7.629,5.371,-5.310
-0.129,0.026,0.921,3.235,4.639,-6.104
-0.116,-0.007,0.899,-0.732,2.441,-4.517
-0.117,-0.006,0.882,-3.296,-0.061,-2.258
-0.121,0.002,0.878,-2.930,-2.441,-0.183
-0.130,0.020,0.885,-0.244,-4.700,0.427
-0.161,0.033,0.916,1.343,-7.202,0.977
-0.159,0.044,0.953,-0.183,-10.315,1.770
-0.137,0.047,0.996,-3.845,-12.939,2.625
-0.112,0.054,1.020,-6.836,-12.756,3.418
-0.102,0.057,1.023,-7.324,-10.193,3.723
-0.104,0.051,1.013,-4.028,-6.409,3.357
-0.113,0.042,1.001,1.587,-2.930,3.357
-0.119,0.047,0.985,5.798,-0.244,4.700
-0.130,0.072,0.967,9.094,0.854,5.920
-0.128,0.082,0.955,12.268,1.404,5.493
-0.126,0.082,0.945,13.550,1.282,4.150
-0.130,0.078,0.939,12.268,0.671,3.357
-0.128,0.082,0.936,9.827,-0.732,3.235
-0.138,0.082,0.936,7.019,-2.808,3.418
-0.148,0.076,0.942,5.066,-4.456,2.747
-0.138,0.068,0.959,3.357,-5.676,1.099
-0.138,0.056,0.979,0.854,-5.859,0.488
-0.140,0.060,1.000,-2.136,-5.676,0.610
-0.132,0.057,1.008,-4.150,-5.066,1.343
-0.128,0.061,1.004,-4.578,-3.845,1.953
-0.129,0.072,0.996,-2.441,-2.014,1.770
-0.136,0.068,0.987,0.671,-0.305,0.610
-0.146,0.060,0.976,2.808,0.793,-0.122
-0.154,0.055,0.967,2.686,1.099,0.366
-0.171,0.038,0.961,2.258,0.488,1.587
-0.160,0.037,0.953,2.319,-0.183,2.441
-0.146,0.041,0.950,3.845,-1.282,2.625
-0.138,0.056,0.962,5.981,-2.014,2.441
-0.135,0.064,0.981,6.409,-2.075,2.075
-0.130,0.062,0.995,4.822,-1.160,2.258
-0.134,0.062,0.996,1.831,0.122,3.052
-0.139,0.067,0.992,0.488,0.977,3.296
-0.143,0.059,0.985,1.587,1.038,3.174
-0.152,0.057,0.976,3.479,0.916,3.296
-0.159,0.055,0.967,5.249,0.366,3.601
-0.156,0.052,0.963,6.775,-0.854,3.845
-0.143,0.063,0.966,8.240,-1.709,4.211
-0.133,0.073,0.978,10.071,-1.465,4.456
-0.129,0.088,0.985,11.230,-0.122,4.272
-0.133,0.098,0.980,11.475,1.343,3.662
-0.144,0.100,0.973,10.620,2.075,2.869
-0.166,0.096,0.964,7.812,2.014,2.075
-0.182,0.088,0.959,4.089,1.038,1.587
-0.180,0.085,0.957,0.610,-0.916,0.916
-0.172,0.068,0.972,-0.854,-2.930,-0.488
-0.167,0.059,0.983,-2.014,-3.784,-0.977
-0.164,0.062,0.981,-2.075,-3.845,-0.549
-0.161,0.062,0.976,0.366,-3.174,-0.793
-0.175,0.061,0.970,3.784,-1.648,-1.160
-0.200,0.067,0.964,5.249,-0.610,-0.977
-0.221,0.068,0.955,5.493,-0.916,-0.916
-0.242,0.062,0.964,4.944,-2.930,-1.770
-0.258,0.044,0.958,5.066,-5.737,-2.625
-0.267,0.025,0.957,5.493,-8.057,-2.869
-0.264,0.008,0.947,6.348,-11.658,-2.991
-0.270,0.004,0.934,8.240,-13.306,-3.296
-0.302,-0.014,0.955,8.301,-13.367,-3.052
-0.329,-0.001,0.946,3.662,-15.137,-2.197
-0.348,0.021,0.988,-3.174,-15.015,-2.258
-0.393,0.017,1.006,-9.949,-14.526,-1.648
-0.402,0.017,1.027,-15.503,-13.855,-1.282
-0.364,0.011,1.073,-18.250,-9.094,-0.427
-0.339,0.012,1.074,-18.250,-1.099,2.380
-0.331,0.034,1.049,-12.939,8.362,6.287
-0.371,0.092,1.001,-5.188,17.273,8.545
-0.421,0.122,0.971,4.333,24.048,7.019
-0.459,0.141,0.948,9.827,27.466,4.028
-0.482,0.144,0.971,6.714,28.748,3.113
-0.447,0.134,1.000,-1.953,30.945,2.502
-0.417,0.153,0.987,-10.498,35.095,1.892
-0.415,0.149,0.962,-12.268,41.809,-0.061
-0.405,0.110,0.940,-8.667,47.974,-2.686
-0.387,0.069,0.915,-5.371,51.636,-2.014
-0.371,0.057,0.912,-5.859,52.368,2.197
-0.366,0.106,0.912,-9.521,49.622,7.507
-0.379,0.150,0.898,-11.230,46.509,9.460

-1.546,0.587,0.796,51.392,29.602,-63.965
-1.858,0.626,0.759,23.621,26.611,-71.838
-2.005,0.556,0.786,-19.897,5.127,-80.200
-1.854,0.268,0.981,-58.899,-36.194,-94.971
-1.376,-0.069,1.188,-64.758,-79.956,-113.281
-0.909,-0.400,1.420,-28.503,-96.802,-116.577
-0.590,-0.473,1.493,37.659,-82.031,-105.957
-0.492,-0.505,1.452,109.497,-48.096,-93.811
-0.512,-0.560,1.379,145.996,-12.268,-77.148
-0.455,-0.591,1.233,128.479,9.705,-54.504
-0.365,-0.640,1.128,79.529,20.996,-30.334
-0.345,-0.638,1.081,29.602,25.696,-4.456
-0.352,-0.503,1.085,-2.380,26.184,19.043
-0.346,-0.290,1.123,-13.733,22.095,34.546
-0.325,-0.060,1.188,-13.367,20.386,44.067
-0.276,0.125,1.231,-10.315,22.461,47.913
-0.231,0.251,1.207,-9.094,28.687,48.462
-0.206,0.369,1.132,-6.653,37.292,46.875
-0.190,0.450,1.038,-0.488,45.105,40.710
-0.178,0.505,0.923,5.310,49.438,31.616
-0.220,0.456,0.825,3.906,47.607,22.095
-0.226,0.353,0.760,-8.057,37.476,16.357
-0.226,0.260,0.733,-22.644,21.729,13.733
-0.189,0.170,0.792,-28.687,4.272,11.047
-0.143,0.135,0.894,-24.719,-9.705,8.789
-0.121,0.134,1.014,-14.893,-17.822,7.690
-0.096,0.162,1.085,-5.310,-19.287,7.141
-0.110,0.167,1.142,1.648,-16.602,5.005
-0.105,0.139,1.147,7.019,-12.268,2.502
-0.093,0.105,1.131,10.254,-6.470,1.587
-0.103,0.083,1.083,12.817,-1.221,1.099
-0.118,0.053,1.027,15.442,1.526,0.183
-0.125,0.044,0.980,15.381,1.343,0.000
-0.128,0.044,0.946,14.832,-0.977,-0.183
-0.099,0.027,0.949,15.564,-4.150,-1.099
-0.114,0.005,0.971,14.893,-5.981,-0.793
-0.083,0.008,1.002,11.780,-5.920,0.610
-0.090,0.013,1.021,7.629,-4.089,2.319
-0.087,0.014,1.030,2.014,-0.977,2.930
-0.095,0.004,1.022,-3.601,1.648,3.540
-0.101,-0.003,1.017,-7.935,3.723,4.761
-0.112,0.008,1.015,-10.498,4.211,5.981
-0.121,0.016,1.016,-10.742,4.150,7.263
-0.125,0.031,1.014,-10.071,4.822,7.935
-0.130,0.028,0.996,-8.240,4.333,7.568
-0.131,0.024,0.982,-4.395,3.479,7.263
-0.139,0.016,0.965,-0.183,2.197,7.080
-0.131,0.012,0.974,3.479,0.732,7.202
-0.129,0.031,0.984,5.310,-0.244,8.911
-0.121,0.065,0.981,6.042,-0.732,9.583
-0.128,0.091,0.974,7.446,-0.793,8.606
-0.144,0.092,0.968,9.094,-1.221,6.775
-0.161,0.077,0.964,9.155,-2.197,5.310
-0.184,0.054,0.965,8.057,-3.906,4.883
-0.197,0.035,0.986,7.385,-5.737,5.432
-0.205,0.018,1.003,6.104,-7.324,6.836
-0.211,0.004,1.047,5.554,-8.423,9.399
-0.213,0.005,1.067,6.042,-8.911,12.756
-0.237,-0.000,1.089,5.615,-7.507,15.991
-0.248,0.001,1.096,3.784,-5.554,18.494
-0.250,0.011,1.104,-0.549,-2.563,21.118
-0.263,0.027,1.106,-4.822,1.282,24.475
-0.274,0.066,1.099,-5.188,4.883,26.550
-0.290,0.097,1.098,-1.099,9.460,26.855
-0.296,0.092,1.055,5.127,12.817,26.733
-0.319,0.104,1.008,11.475,13.855,26.672
-0.379,0.108,0.977,15.625,12.024,26.978
-0.421,0.107,0.972,16.113,8.240,27.161
-0.443,0.111,0.953,13.733,4.639,25.757
-0.446,0.087,0.981,12.573,1.648,23.987
-0.409,0.053,1.026,10.498,0.793,23.804
-0.390,0.067,1.047,6.531,3.357,27.283
-0.379,0.099,1.042,4.761,7.263,29.053
-0.394,0.130,1.031,5.554,12.451,27.283
-0.406,0.135,1.050,5.737,17.517,23.376
-0.397,0.133,1.067,1.709,24.048,18.799
-0.435,0.152,1.055,-6.104,30.762,16.296
-0.489,0.136,1.020,-12.878,37.109,13.672
-0.455,0.078,0.984,-16.174,41.321,11.841
-0.418,0.040,0.959,-18.677,42.847,13.123
-0.369,0.027,0.958,-20.996,41.870,14.893
-0.335,0.015,0.928,-21.912,39.490,15.381
-0.324,0.046,0.951,-22.156,38.513,14.099
-0.307,0.060,0.954,-21.545,38.574,13.062
-0.306,0.071,0.977,-21.729,39.429,11.963
-0.302,0.093,0.981,-23.743,42.419,11.414
-0.269,0.090,0.963,-25.818,46.082,10.376
-0.224,0.047,0.950,-25.391,49.866,8.362
-0.159,0.034,0.919,-24.231,50.598,7.263
-0.102,0.027,0.867,-23.376,47.607,7.263
-0.058,0.020,0.828,-20.447,43.213,8.484
-0.036,0.042,0.806,-17.029,38.452,11.353
-0.033,0.080,0.790,-12.512,33.386,12.634
-0.005,0.079,0.806,-2.075,29.663,9.888
0.054,0.107,0.799,7.141,25.818,5.249
0.119,0.124,0.807,13.184,22.156,1.953
0.191,0.125,0.822,16.052,19.470,-1.526
0.257,0.093,0.833,13.367,17.456,-3.479
0.294,0.069,0.832,4.578,18.860,-3.723
0.296,0.075,0.803,-6.653,23.499,-2.380
0.271,0.091,0.774,-13.428,28.442,-1.892
0.268,0.080,0.749,-10.559,29.541,-5.005
0.298,0.068,0.735,-4.578,28.381,-9.399
0.338,0.046,0.749,0.427,25.635,-12.085
0.381,0.020,0.773,1.099,21.057,-13.062
0.417,0.018,0.786,-1.099,16.846,-11.536
0.422,0.029,0.794,-2.380,13.977,-10.193
0.417,0.041,0.817,-1.282,12.512,-9.949
0.409,0.047,0.837,-0.549,11.902,-8.850
0.396,0.065,0.851,-0.977,9.583,-5.859
0.381,0.085,0.869,-0.427,7.812,-3.296
0.397,0.102,0.874,1.892,4.395,-2.563
0.437,0.086,0.894,6.165,0.366,-5.310
0.469,0.066,0.920,8.728,-1.648,-10.132
0.487,0.045,0.933,7.629,-0.305,-10.559
0.463,0.028,0.935,5.676,1.221,-8.911
0.441,0.020,0.931,6.287,3.296,-7.751
0.430,0.003,0.925,8.484,5.371,-7.874
0.415,-0.021,0.928,9.460,6.775,-7.812

-2.208,0.738,0.466,67.444,50.415,25.391
-2.314,0.704,0.594,130.798,17.761,-54.749
-2.377,0.516,0.810,106.812,-29.785,-103.516
-2.237,0.221,1.095,10.925,-80.261,-119.080
-1.817,-0.046,1.372,-90.210,-119.080,-119.751
-1.272,-0.354,1.567,-133.667,-135.986,-115.601
-0.778,-0.582,1.708,-99.915,-132.690,-110.291
-0.447,-0.711,1.725,-8.484,-111.328,-109.741
-0.276,-0.738,1.672,92.224,-72.327,-109.558
-0.265,-0.752,1.530,151.672,-29.053,-97.229
-0.293,-0.710,1.319,156.494,1.404,-70.313
-0.258,-0.625,1.058,119.751,21.545,-37.476
-0.263,-0.472,0.909,65.796,36.560,-3.845
-0.310,-0.271,0.832,14.587,39.856,25.085
-0.359,-0.054,0.835,-20.874,32.349,45.471
-0.367,0.166,0.866,-35.095,18.921,55.176
-0.323,0.369,0.936,-28.931,9.766,55.420
-0.283,0.515,0.990,-13.428,6.470,49.866
-0.217,0.653,0.992,0.610,8.667,42.053
-0.200,0.750,0.935,8.423,14.526,31.311
-0.233,0.703,0.878,5.066,18.982,17.517
-0.204,0.564,0.835,-10.559,19.714,3.723
-0.177,0.380,0.806,-31.860,16.724,-2.747
-0.165,0.220,0.815,-49.438,10.620,-3.174
-0.188,0.118,0.833,-54.260,1.526,-1.953
-0.154,0.113,0.877,-44.128,-6.104,0.244
-0.178,0.124,0.946,-23.926,-11.902,2.991
-0.163,0.192,1.001,-1.526,-16.541,1.587
-0.133,0.220,1.070,15.930,-17.090,-1.160
-0.124,0.240,1.111,24.719,-15.137,-1.160
-0.117,0.226,1.114,28.503,-10.498,-1.282
-0.112,0.203,1.087,30.212,-6.104,-1.221
-0.106,0.202,1.020,32.166,-2.441,-0.671
-0.103,0.177,0.968,36.987,-0.244,-1.831
-0.097,0.153,0.922,42.419,-0.122,-3.113
-0.107,0.134,0.897,44.739,-0.488,-3.601
-0.114,0.117,0.916,41.565,-2.869,-3.296
-0.114,0.107,0.932,32.043,-6.409,-2.991
-0.092,0.109,0.962,19.775,-8.972,-2.686
-0.075,0.119,0.984,7.019,-11.108,-2.991
-0.072,0.108,1.005,-5.615,-11.780,-3.906
-0.075,0.098,1.020,-16.785,-10.925,-4.211
-0.076,0.095,1.029,-23.499,-8.545,-4.211
-0.084,0.090,1.031,-23.437,-5.920,-4.578
-0.093,0.084,1.042,-18.372,-3.296,-5.249
-0.093,0.086,1.021,-11.963,-1.770,-4.761
-0.096,0.079,1.009,-7.019,-0.854,-4.456
-0.092,0.067,1.003,-4.517,-1.099,-3.906
-0.100,0.053,1.000,-3.906,-1.343,-2.930
-0.095,0.045,0.990,-2.625,-1.343,-2.014
-0.095,0.027,0.985,1.282,-0.916,-1.343
-0.092,0.031,0.985,6.653,-0.122,-0.183
-0.087,0.056,0.982,11.047,0.488,0.732
-0.085,0.073,0.987,13.977,1.221,0.488
-0.084,0.086,0.984,13.794,2.197,0.122
-0.087,0.087,0.967,10.010,2.686,0.061
-0.093,0.083,0.955,6.348,2.014,-0.122
-0.102,0.082,0.941,3.601,1.038,-0.488
-0.111,0.074,0.928,2.075,0.000,-1.404
-0.103,0.068,0.929,1.831,-0.793,-2.075
-0.105,0.065,0.936,1.526,-1.648,-2.258
-0.112,0.063,0.950,-0.244,-2.258,-1.709
-0.109,0.058,0.960,-2.869,-3.052,-0.854
-0.099,0.059,0.966,-4.883,-3.540,-0.122
-0.095,0.065,0.974,-4.211,-3.906,0.427
-0.089,0.068,0.987,-1.099,-3.540,0.183
-0.079,0.067,0.996,1.831,-2.136,0.244
-0.088,0.078,1.000,3.235,-0.183,1.526
-0.098,0.086,0.998,3.113,1.221,2.441
-0.103,0.093,0.988,3.479,2.319,2.563
-0.103,0.102,0.975,4.822,2.747,1.953
-0.106,0.096,0.962,6.897,2.747,1.282
-0.103,0.082,0.951,8.118,2.258,0.793
-0.097,0.071,0.947,8.606,1.526,0.977
-0.094,0.066,0.954,8.301,0.977,1.465
-0.094,0.063,0.962,7.385,0.793,2.136
-0.096,0.068,0.964,6.165,0.916,2.502
-0.106,0.072,0.961,5.737,0.549,2.502
-0.109,0.080,0.962,5.859,-0.366,2.197
-0.103,0.089,0.966,6.653,-1.831,1.526
-0.099,0.096,0.974,6.775,-2.808,0.671
-0.090,0.093,0.980,5.981,-2.563,-0.061
-0.092,0.081,0.980,3.967,-1.587,-0.061
-0.093,0.076,0.970,1.953,-0.671,0.244
-0.105,0.077,0.968,1.038,-0.916,0.122
-0.103,0.074,0.978,0.854,-1.465,-0.122
-0.093,0.067,0.981,0.427,-2.197,-0.732
-0.103,0.056,0.979,-0.244,-2.563,-0.793
-0.102,0.046,0.975,-0.916,-1.526,-0.183
-0.105,0.038,0.966,-0.977,-1.282,0.610
-0.102,0.044,0.970,-0.488,-1.343,2.136
-0.105,0.055,0.983,0.061,-1.587,3.235
-0.094,0.071,0.996,0.549,-1.648,3.784
-0.093,0.096,1.002,1.038,-1.221,3.662
-0.096,0.108,1.002,2.502,-0.305,2.441
-0.100,0.099,0.993,3.052,1.038,0.671
-0.106,0.077,0.970,2.563,2.136,0.244
-0.103,0.065,0.946,1.160,2.625,0.549
-0.114,0.059,0.934,0.549,2.075,1.038
-0.115,0.058,0.938,0.427,0.488,1.343
-0.108,0.062,0.950,0.244,-1.465,1.648
-0.108,0.076,0.965,-0.122,-3.113,2.014
-0.108,0.082,0.977,0.183,-3.601,2.075
-0.105,0.083,0.984,0.427,-3.418,1.953
-0.106,0.082,0.987,0.793,-2.563,1.892
-0.103,0.077,0.988,1.465,-1.099,1.831
-0.103,0.068,0.987,1.953,0.671,1.831
-0.106,0.067,0.989,2.136,2.136,2.441
-0.119,0.073,0.985,1.831,3.418,2.930
-0.119,0.072,0.976,2.075,4.272,2.625
-0.122,0.066,0.961,3.296,4.944,3.174
-0.127,0.070,0.941,5.615,5.188,3.662
-0.130,0.078,0.923,8.118,4.639,3.601
-0.133,0.087,0.920,10.315,3.113,3.357
-0.138,0.101,0.928,9.827,0.977,3.052
-0.145,0.112,0.936,6.958,-1.770,2.136
-0.144,0.103,0.949,3.967,-4.517,0.427
-0.142,0.089,0.954,1.587,-6.653,-1.160
-0.133,0.073,0.965,1.404,-7.690,-1.648

-2.345,1.040,0.386,7.019,57.251,99.182
-2.927,1.083,0.543,-15.015,21.851,76.416
-2.721,0.880,0.859,-20.325,-38.696,-2.991
-2.109,0.482,1.293,-27.710,-93.384,-87.524
-1.412,-0.055,1.702,-31.738,-120.300,-131.165
-0.777,-0.418,1.889,-23.254,-103.821,-132.935
-0.407,-0.557,1.781,13.611,-65.796,-117.126
-0.448,-0.665,1.547,78.308,-25.024,-102.478
-0.413,-0.755,1.446,132.629,10.620,-93.750
-0.313,-0.837,1.290,145.325,35.156,-76.172
-0.340,-0.815,1.033,115.051,48.279,-41.321
-0.437,-0.724,0.835,63.354,55.481,3.357
-0.401,-0.516,0.791,13.000,55.908,40.039
-0.350,-0.194,0.836,-16.052,43.274,60.974
-0.274,0.083,0.960,-24.841,33.386,66.406
-0.213,0.276,1.040,-23.865,33.081,64.453
-0.191,0.443,1.045,-18.188,41.504,61.646
-0.193,0.543,0.989,-8.118,52.795,56.152
-0.177,0.600,0.865,2.563,59.998,47.485
-0.190,0.602,0.730,9.277,61.768,37.415
-0.209,0.537,0.633,7.812,55.481,28.076
-0.169,0.484,0.560,-0.732,41.016,19.836
-0.159,0.384,0.593,-11.475,24.231,12.329
-0.143,0.316,0.670,-21.790,6.592,8.545
-0.118,0.318,0.781,-26.611,-7.996,5.859
-0.093,0.302,0.898,-21.851,-18.372,0.122
-0.056,0.264,1.011,-14.648,-21.912,-5.798
-0.031,0.219,1.097,-10.925,-19.714,-8.972
-0.026,0.161,1.125,-10.437,-14.282,-9.399
-0.033,0.116,1.119,-7.996,-7.324,-8.423
-0.040,0.096,1.080,0.732,-1.831,-7.812
-0.046,0.101,1.019,15.808,2.014,-8.484
-0.062,0.102,0.952,31.250,3.174,-10.925
-0.079,0.059,0.906,37.354,1.221,-12.207
-0.067,0.037,0.891,30.579,-2.930,-9.277
-0.053,0.028,0.905,17.883,-7.751,-6.104
-0.048,0.047,0.926,7.385,-12.512,-4.761
-0.039,0.054,0.958,2.075,-14.771,-4.944
-0.024,0.054,0.984,-0.122,-14.526,-5.676
-0.033,0.076,0.991,-2.991,-11.414,-5.371
-0.058,0.069,0.994,-7.141,-8.240,-4.883
-0.058,0.052,1.000,-12.146,-6.653,-4.028
-0.067,0.034,0.996,-15.625,-6.042,-2.747
-0.063,0.025,0.993,-13.245,-6.042,-1.770
-0.066,0.030,0.990,-6.531,-6.165,-1.221
-0.070,0.044,0.981,1.465,-5.981,-0.427
-0.075,0.070,0.981,7.935,-5.188,0.610
-0.078,0.089,0.985,12.268,-4.395,0.977
-0.080,0.106,0.994,13.489,-3.052,0.977
-0.091,0.110,0.989,11.780,-1.404,0.671
-0.104,0.095,0.982,9.399,-0.793,0.183
-0.102,0.093,0.971,7.568,-2.319,-0.671
-0.107,0.096,0.968,8.484,-4.333,-2.258
-0.117,0.084,0.968,11.841,-6.042,-4.150
-0.109,0.065,0.979,14.282,-7.263,-5.127
-0.110,0.062,0.995,12.878,-6.775,-3.723
-0.126,0.067,1.001,9.155,-5.432,-1.282
-0.153,0.076,1.000,5.554,-4.456,-0.305
-0.154,0.071,1.007,5.005,-3.723,-1.221
-0.163,0.052,1.013,6.104,-2.380,-1.038
-0.177,0.039,1.012,7.019,-0.793,-0.244
-0.165,0.047,1.021,8.545,1.099,0.977
-0.174,0.091,1.010,13.672,3.052,1.526
-0.192,0.123,1.000,21.179,4.639,-1.465
-0.199,0.126,0.987,28.015,4.578,-5.127
-0.251,0.065,0.996,31.189,2.991,-4.944
-0.293,0.035,0.969,30.029,-1.953,-2.319
-0.350,-0.018,0.960,30.396,-10.132,2.319
-0.361,-0.028,0.946,35.583,-21.912,7.324
-0.320,0.017,0.930,41.260,-33.752,8.423
-0.338,0.037,1.005,44.800,-41.504,5.554
-0.295,0.027,1.076,41.443,-44.983,3.784
-0.270,0.047,1.138,26.367,-42.908,5.249
-0.276,0.078,1.184,8.972,-34.363,9.399
-0.253,0.097,1.205,-2.747,-22.217,11.719
-0.268,0.061,1.213,-8.057,-7.874,12.756
-0.267,0.066,1.166,-10.742,6.653,12.695
-0.277,0.009,1.085,-8.972,19.470,11.597
-0.298,-0.033,0.990,-5.310,29.419,13.306
-0.340,-0.045,0.900,-1.343,36.011,19.043
-0.412,-0.031,0.834,3.845,36.560,25.330
-0.484,-0.009,0.776,9.583,30.518,28.564
-0.509,0.013,0.716,16.296,18.127,26.672
-0.504,0.091,0.718,21.790,5.249,18.372
-0.422,0.083,0.759,27.466,-4.639,7.874
-0.283,0.075,0.829,26.001,-12.329,-2.625
-0.209,0.054,0.897,16.724,-13.794,-6.775
-0.199,0.038,0.950,2.197,-10.803,-4.456
-0.210,0.060,0.968,-14.038,-6.042,-0.732
-0.249,0.080,0.958,-26.978,-0.061,2.380
-0.284,0.075,0.953,-33.447,6.653,4.700
-0.274,0.083,0.908,-35.645,11.475,4.944
-0.249,0.088,0.895,-33.936,11.719,2.319
-0.202,0.062,0.901,-30.945,9.277,-2.136
-0.146,0.059,0.907,-30.884,7.263,-5.249
-0.124,0.042,0.928,-31.189,6.531,-6.165
-0.124,0.047,0.930,-30.701,6.958,-5.127
-0.149,0.062,0.938,-27.649,9.460,-3.540
-0.163,0.075,0.940,-21.362,12.878,-2.441
-0.145,0.096,0.945,-13.733,15.503,-2.075
-0.120,0.078,0.957,-5.798,14.771,-3.235
-0.024,0.079,0.963,-1.343,11.230,-6.775
0.024,0.078,0.963,-1.343,8.118,-7.874
0.020,0.089,0.955,-5.676,9.277,-4.456
