aX,aY,aZ,gX,gY,gZ
0.891,0.057,-1.599,-9.277,106.323,5.371
0.910,0.168,-1.639,-26.062,83.496,0.305
0.931,0.214,-1.623,-22.156,60.303,-2.747
0.934,0.202,-1.543,-0.305,36.133,-2.258
0.916,0.179,-1.394,24.231,15.381,1.282
0.882,0.119,-1.179,38.757,-2.563,3.174
0.864,0.059,-0.968,37.537,-15.808,0.793
0.850,0.013,-0.811,26.611,-25.085,-1.465
0.846,0.000,-0.707,12.024,-29.663,-2.869
0.853,0.041,-0.645,-0.549,-32.043,-2.014
0.851,0.106,-0.606,-5.371,-35.339,-0.122
0.842,0.151,-0.583,-2.869,-37.476,0.610
0.859,0.171,-0.576,3.967,-36.682,0.427
0.880,0.162,-0.573,10.925,-36.499,-0.061
0.885,0.139,-0.581,13.916,-37.598,-1.282
0.883,0.118,-0.597,11.719,-38.757,-2.563
0.885,0.092,-0.628,5.737,-39.734,-3.967
0.884,0.066,-0.680,-2.625,-39.978,-5.920
0.888,0.055,-0.759,-12.207,-39.734,-6.653
0.898,0.062,-0.851,-22.278,-40.161,-7.263
0.916,0.079,-0.928,-29.114,-43.518,-7.019
0.918,0.109,-0.959,-31.128,-51.514,-6.653
0.911,0.141,-0.950,-29.724,-61.523,-6.714
0.906,0.146,-0.902,-24.414,-72.937,-7.507
0.892,0.142,-0.839,-19.836,-83.801,-8.606
0.878,0.126,-0.760,-18.738,-92.651,-10.559
0.863,0.093,-0.675,-20.996,-98.938,-12.817
0.850,0.066,-0.611,-27.039,-100.769,-14.709
0.849,0.048,-0.581,-34.485,-99.854,-15.137
0.848,0.039,-0.573,-42.236,-99.182,-14.954
0.844,0.056,-0.581,-48.889,-100.281,-14.709
0.842,0.093,-0.597,-51.941,-102.722,-14.526
0.847,0.111,-0.610,-49.133,-107.849,-14.771
0.848,0.102,-0.591,-43.213,-116.272,-16.357
0.841,0.082,-0.544,-38.452,-125.916,-18.494
0.823,0.064,-0.475,-33.691,-133.850,-20.020
0.812,0.028,-0.404,-28.625,-138.367,-20.508
0.793,0.008,-0.347,-24.109,-139.709,-19.592
0.777,0.021,-0.330,-20.630,-140.625,-18.127
0.785,0.034,-0.319,-19.592,-143.921,-19.287
0.797,0.039,-0.309,-19.958,-150.391,-22.583
0.794,0.076,-0.300,-20.264,-159.180,-25.757
0.783,0.082,-0.288,-15.747,-168.518,-28.381
0.765,0.051,-0.204,-6.226,-176.880,-31.494
0.719,0.009,-0.073,4.517,-182.373,-34.119
0.704,-0.038,0.049,11.108,-180.115,-34.790
0.715,-0.090,0.126,12.695,-172.668,-34.668
0.716,-0.122,0.163,7.324,-164.551,-34.546
0.710,-0.120,0.166,-2.869,-158.386,-34.180
0.725,-0.100,0.157,-14.221,-153.809,-34.729
0.734,-0.082,0.127,-24.170,-152.405,-36.072
0.749,-0.052,0.109,-30.701,-154.602,-37.842
0.748,-0.033,0.121,-31.982,-159.363,-38.940
0.734,-0.041,0.196,-25.330,-162.903,-38.330
0.708,-0.079,0.312,-14.099,-161.865,-35.522
0.685,-0.130,0.416,-5.005,-155.457,-30.579
0.654,-0.156,0.488,-1.526,-145.020,-24.292
0.588,-0.152,0.500,-3.235,-133.179,-17.822
0.569,-0.116,0.489,-10.010,-122.375,-14.954
0.603,-0.109,0.440,-22.705,-115.723,-18.677
0.644,-0.118,0.405,-42.419,-118.530,-27.527
0.630,-0.091,0.391,-62.866,-124.695,-34.119
0.606,-0.042,0.404,-72.754,-128.845,-35.278
0.604,-0.012,0.450,-66.284,-128.113,-32.166
0.588,-0.031,0.500,-47.852,-124.207,-25.635
0.568,-0.070,0.560,-25.269,-117.859,-16.907
0.503,-0.081,0.582,-5.493,-109.131,-6.104
0.451,-0.044,0.579,10.437,-102.478,2.380
0.469,-0.037,0.565,17.029,-103.943,1.709
0.491,-0.070,0.614,6.531,-113.892,-10.315
0.464,-0.136,0.672,-15.991,-126.282,-25.879
0.447,-0.143,0.733,-42.236,-132.263,-35.400
0.442,-0.095,0.761,-60.242,-132.751,-37.354
0.436,-0.038,0.762,-62.256,-128.418,-34.912
0.440,-0.032,0.767,-44.983,-121.521,-28.320

-0.455,-0.069,2.420,57.922,47.241,-7.019
-0.512,-0.149,2.554,61.951,64.148,-6.226
-0.599,-0.240,2.653,71.899,86.487,-1.892
-0.677,-0.339,2.719,83.740,114.441,7.446
-0.754,-0.437,2.758,90.332,145.142,18.860
-0.849,-0.506,2.715,87.158,179.565,31.738
-0.915,-0.510,2.586,75.195,215.271,44.861
-0.970,-0.447,2.420,60.669,246.887,57.800
-1.081,-0.345,2.219,50.720,274.170,71.106
-1.142,-0.254,2.001,46.448,299.683,82.886
-1.199,-0.166,1.723,41.504,323.792,89.294
-1.223,-0.124,1.453,34.729,343.323,90.210
-1.214,-0.080,1.169,24.719,358.215,87.708
-1.204,-0.037,0.899,16.296,367.187,83.923
-1.162,0.024,0.655,15.137,371.887,80.994
-1.055,-0.041,0.464,22.156,368.958,78.857
-0.964,-0.125,0.312,29.297,360.413,76.904
-0.855,-0.154,0.161,22.827,350.403,76.721
-0.793,-0.115,0.049,8.057,335.937,77.271
-0.712,0.005,0.011,-6.104,319.763,75.317
-0.623,0.098,-0.020,-8.179,309.753,72.327
-0.537,0.160,-0.087,4.028,307.068,69.763
-0.404,0.164,-0.154,23.437,304.932,68.176
-0.306,0.143,-0.228,40.344,298.706,65.735
-0.177,0.121,-0.249,52.185,288.879,62.927
-0.054,0.084,-0.259,63.232,276.001,60.364
0.063,0.047,-0.230,68.481,265.686,57.739
0.204,0.050,-0.207,67.810,260.681,57.739
0.317,0.079,-0.242,65.613,260.132,59.753
0.241,0.136,-0.288,60.730,258.850,60.181
0.132,0.192,-0.368,58.472,258.789,60.181
0.127,0.255,-0.479,63.843,260.864,62.439
0.213,0.276,-0.565,74.280,260.193,65.430
0.247,0.308,-0.645,81.360,254.639,67.200
0.269,0.347,-0.693,81.421,248.413,66.223
0.279,0.352,-0.744,80.017,243.530,62.988
0.340,0.324,-0.783,76.721,240.601,59.326
0.450,0.322,-0.899,69.214,240.601,56.152
0.521,0.348,-1.061,64.758,242.798,53.772
0.550,0.391,-1.290,69.946,246.887,55.176
0.598,0.392,-1.576,72.571,253.845,57.983
0.656,0.318,-1.868,53.894,259.705,54.382
0.718,0.229,-2.225,1.038,261.169,42.053
0.787,0.210,-2.669,-75.928,252.747,22.705
0.863,0.258,-3.068,-148.010,228.210,1.648
1.008,0.336,-3.242,-186.768,183.411,-11.780
1.114,0.417,-3.186,-184.509,124.329,-16.724
1.099,0.511,-2.974,-145.264,61.584,-12.817
1.004,0.560,-2.596,-74.707,2.808,-2.747
0.907,0.501,-2.130,4.395,-43.457,6.104
0.846,0.316,-1.703,65.430,-79.163,8.362
0.792,0.148,-1.270,93.872,-105.286,4.150
0.759,0.016,-0.920,89.050,-123.657,-0.977
0.721,-0.049,-0.667,60.364,-131.226,-7.324
0.718,-0.075,-0.536,21.667,-128.418,-11.841
0.734,-0.041,-0.552,-15.503,-120.483,-13.123
0.729,0.022,-0.621,-44.067,-113.892,-13.733
0.738,0.090,-0.684,-59.509,-113.953,-14.221
0.764,0.167,-0.699,-64.331,-120.239,-15.869
0.791,0.199,-0.646,-56.641,-130.615,-18.311
0.783,0.157,-0.536,-38.513,-139.648,-19.897
0.772,0.071,-0.416,-18.677,-143.616,-19.531
0.759,-0.019,-0.298,-5.188,-144.531,-16.846
0.749,-0.092,-0.190,-1.831,-141.907,-13.367
0.742,-0.125,-0.132,-8.545,-135.559,-10.437
0.731,-0.102,-0.156,-22.705,-127.869,-8.240
0.739,-0.062,-0.220,-39.917,-123.596,-9.888
0.783,-0.019,-0.285,-54.443,-124.878,-14.587
0.805,-0.003,-0.321,-62.622,-130.737,-18.494
0.799,0.021,-0.330,-63.721,-139.465,-19.348
0.770,0.037,-0.265,-58.105,-146.667,-18.982
0.756,0.001,-0.178,-48.218,-149.475,-18.860
0.775,-0.050,-0.100,-39.978,-146.118,-17.578
0.781,-0.088,-0.055,-35.828,-139.648,-13.916
0.773,-0.101,-0.061,-34.058,-133.972,-9.460
0.760,-0.080,-0.092,-36.133,-131.775,-6.531
0.766,-0.057,-0.126,-41.199,-136.597,-7.751
0.771,-0.041,-0.114,-49.316,-147.278,-12.817
0.752,-0.021,-0.073,-55.725,-157.349,-16.968
0.743,-0.002,-0.001,-55.603,-163.025,-18.005
0.728,-0.007,0.073,-47.729,-162.109,-15.991
0.736,-0.019,0.126,-35.156,-156.921,-11.292
0.703,-0.020,0.160,-22.217,-149.658,-4.944
0.656,-0.012,0.170,-10.803,-143.982,-0.427
0.634,-0.006,0.178,-2.686,-142.822,1.526
0.646,-0.025,0.195,-3.052,-147.888,-2.319
0.636,-0.058,0.234,-13.000,-156.189,-9.155
0.601,-0.069,0.278,-29.114,-162.598,-14.648
0.582,-0.051,0.313,-44.495,-164.612,-16.846
0.551,-0.030,0.326,-55.054,-162.781,-16.968
0.552,-0.001,0.340,-57.678,-156.067,-15.808
0.546,0.020,0.340,-50.781,-148.315,-11.047
0.534,0.045,0.362,-34.729,-143.127,-4.883
0.516,0.048,0.395,-14.404,-141.235,-0.244
0.509,0.020,0.460,1.587,-145.203,1.404
0.487,-0.032,0.544,6.470,-153.015,-1.770
0.458,-0.087,0.617,-1.892,-158.813,-7.324
0.445,-0.115,0.646,-19.287,-159.668,-12.756
0.443,-0.099,0.623,-37.659,-155.457,-15.015
0.443,-0.039,0.580,-47.729,-148.865,-13.123
0.444,0.009,0.556,-41.504,-143.921,-8.362
0.428,0.028,0.569,-20.020,-141.357,-2.991
0.396,-0.007,0.613,6.287,-141.418,2.014
0.365,-0.035,0.671,26.611,-144.348,5.920
0.335,-0.051,0.772,33.936,-151.672,5.798
0.274,-0.079,0.870,27.954,-158.264,0.122
0.250,-0.095,0.933,12.207,-159.241,-6.409
0.234,-0.091,0.952,-5.615,-155.579,-11.108
0.248,-0.055,0.928,-17.639,-148.560,-12.390
0.247,-0.008,0.884,-18.433,-141.968,-10.254
0.235,0.006,0.875,-6.653,-138.000,-7.080
0.218,-0.026,0.899,11.841,-136.292,-4.333
0.197,-0.081,0.937,26.428,-136.292,-3.174
0.182,-0.112,0.988,29.358,-137.878,-3.052
0.154,-0.109,1.037,21.545,-139.526,-4.822
0.131,-0.072,1.071,8.972,-139.099,-7.812
0.122,-0.043,1.112,1.953,-137.024,-10.376
0.119,-0.038,1.139,3.784,-133.728,-11.536
0.117,-0.037,1.164,10.742,-128.479,-10.010

-0.436,-0.377,1.886,80.811,183.350,34.058
-0.515,-0.419,1.901,80.017,198.303,42.542
-0.574,-0.443,1.880,71.533,215.393,50.842
-0.666,-0.425,1.787,53.406,234.497,57.983
-0.729,-0.350,1.623,29.419,255.981,63.110
-0.762,-0.282,1.414,6.226,279.297,65.491
-0.770,-0.215,1.126,-9.644,301.575,65.857
-0.753,-0.141,0.816,-20.935,321.716,65.552
-0.697,-0.098,0.500,-26.123,333.313,64.148
-0.606,-0.067,0.218,-28.198,334.961,60.303
-0.521,-0.019,0.014,-28.625,328.674,56.763
-0.416,0.011,-0.104,-20.935,316.833,55.664
-0.308,0.042,-0.175,-8.423,305.298,55.115
-0.195,0.057,-0.246,7.568,297.485,55.420
-0.072,0.068,-0.287,26.001,289.368,57.617
0.043,0.025,-0.287,41.077,279.053,59.509
0.145,-0.028,-0.301,45.471,272.400,60.181
0.271,-0.027,-0.377,35.156,269.226,60.059
0.418,0.009,-0.487,14.038,264.404,55.847
0.443,0.076,-0.600,-9.705,255.798,45.593
0.434,0.096,-0.651,-24.353,243.835,33.997
0.418,0.103,-0.702,-25.879,233.398,27.222
0.462,0.100,-0.758,-16.785,228.760,27.466
0.518,0.094,-0.793,-0.244,223.877,31.311
0.562,0.118,-0.831,14.404,216.431,34.302
0.601,0.137,-0.836,26.611,204.102,33.936
0.632,0.118,-0.785,35.400,188.416,31.189
0.647,0.103,-0.715,38.574,175.476,28.809
0.670,0.125,-0.648,38.940,167.175,28.870
0.699,0.131,-0.604,38.879,161.499,29.846
0.686,0.173,-0.611,34.363,159.546,29.968
0.687,0.225,-0.634,28.870,158.264,29.297
0.714,0.255,-0.711,28.076,156.311,26.550
0.750,0.284,-0.870,30.518,156.128,23.071
0.784,0.291,-1.035,39.185,154.236,22.339
0.813,0.268,-1.175,49.866,147.217,21.851
0.837,0.204,-1.243,52.551,135.376,18.738
0.887,0.084,-1.266,43.884,120.972,12.512
0.932,-0.020,-1.310,19.958,107.300,4.700
0.953,-0.029,-1.402,-12.390,95.642,-1.831
0.984,-0.000,-1.499,-34.302,84.351,-3.113
0.993,0.057,-1.589,-40.039,74.341,-1.038
0.993,0.084,-1.630,-27.405,62.805,4.578
0.992,0.067,-1.594,-5.310,45.288,10.071
0.977,0.008,-1.501,12.695,24.231,13.428
0.963,-0.017,-1.383,19.104,3.113,15.625
0.944,-0.016,-1.250,14.954,-15.808,15.564
0.942,-0.011,-1.128,3.906,-32.410,13.855
0.933,0.019,-1.031,-11.169,-45.837,12.573
0.900,0.091,-0.961,-27.588,-56.763,10.437
0.883,0.141,-0.903,-36.194,-64.758,6.226
0.886,0.104,-0.856,-32.532,-71.167,2.197
0.907,0.018,-0.811,-25.024,-76.294,0.122
0.919,-0.049,-0.797,-23.071,-79.773,0.610
0.921,-0.062,-0.818,-28.137,-82.397,2.563
0.914,-0.021,-0.858,-34.912,-85.754,4.700
0.914,0.017,-0.902,-39.490,-89.722,6.470
0.905,0.063,-0.917,-41.809,-95.764,6.775
0.880,0.113,-0.896,-43.518,-105.469,6.226
0.868,0.171,-0.832,-44.556,-116.516,4.761
0.843,0.211,-0.751,-43.335,-126.953,1.770
0.824,0.208,-0.656,-38.330,-133.789,-1.526
0.808,0.166,-0.545,-31.677,-137.390,-3.479
0.799,0.125,-0.463,-27.649,-138.062,-3.784
0.798,0.111,-0.401,-28.198,-136.047,-2.930
0.797,0.115,-0.382,-29.358,-132.751,-0.610
0.777,0.167,-0.393,-29.480,-130.432,3.235
0.760,0.200,-0.408,-26.794,-130.981,3.784
0.749,0.179,-0.385,-21.057,-135.010,0.549
0.740,0.148,-0.352,-16.174,-141.113,-2.502
0.728,0.133,-0.297,-15.137,-148.193,-4.822
0.707,0.101,-0.194,-14.221,-153.625,-7.874
0.707,0.054,-0.099,-12.878,-153.137,-8.240
0.715,0.024,-0.034,-13.977,-148.010,-6.165
0.728,-0.002,-0.016,-15.930,-141.968,-3.601
0.701,-0.003,-0.030,-19.653,-138.916,-2.563
0.679,0.017,-0.051,-24.963,-140.991,-2.930
0.705,0.027,-0.049,-29.541,-146.301,-5.615
0.710,0.011,-0.021,-31.677,-153.503,-9.216
0.708,0.006,0.057,-31.311,-161.194,-10.498
0.691,0.020,0.190,-30.212,-167.969,-10.315
0.667,0.021,0.338,-28.503,-169.495,-9.277
0.625,0.000,0.458,-26.123,-165.222,-7.568
0.590,-0.033,0.541,-27.710,-155.945,-4.578
0.592,-0.023,0.569,-33.386,-143.860,-1.587
0.620,0.001,0.552,-38.757,-133.301,3.052
0.606,0.030,0.513,-40.833,-126.343,5.676
0.604,0.054,0.470,-42.297,-124.023,5.310
0.621,0.080,0.441,-45.166,-126.282,2.258
0.620,0.101,0.464,-48.767,-132.690,-2.014
0.601,0.101,0.517,-48.096,-138.916,-5.371
0.573,0.086,0.561,-42.908,-140.137,-6.775
0.562,0.057,0.605,-33.936,-136.780,-5.676
0.560,0.014,0.624,-25.513,-131.409,-3.540
0.566,-0.016,0.616,-20.691,-125.000,-1.404
0.571,-0.035,0.582,-17.761,-118.408,1.831
0.562,-0.041,0.520,-15.564,-111.694,6.042
0.560,-0.043,0.477,-12.695,-106.873,10.132
0.556,-0.037,0.410,-9.888,-105.286,13.123
0.558,0.004,0.359,-7.629,-108.765,14.954
0.547,0.072,0.378,-1.648,-119.324,15.198
0.496,0.097,0.475,10.742,-132.812,13.550
0.435,0.057,0.600,25.635,-141.663,11.047
0.412,-0.011,0.706,34.546,-143.066,8.789
0.401,-0.073,0.767,33.630,-140.320,8.057
0.389,-0.110,0.770,23.926,-135.132,8.789
0.386,-0.107,0.747,8.179,-130.493,9.644
0.382,-0.069,0.708,-7.935,-128.296,9.644
0.370,0.012,0.653,-18.311,-127.380,9.338
0.371,0.073,0.648,-16.418,-128.357,9.827
0.344,0.092,0.696,-2.319,-132.935,11.841
0.300,0.094,0.799,15.503,-138.306,14.160
0.242,0.079,0.903,30.945,-141.907,15.259
0.207,0.043,0.998,39.124,-141.113,14.465
0.184,0.007,1.054,38.269,-137.146,12.085
0.182,-0.001,1.058,28.503,-130.920,9.277
0.193,0.004,1.040,15.686,-125.000,6.531
0.203,0.038,1.017,5.554,-121.582,4.700
0.199,0.087,1.008,2.625,-119.934,3.906

0.954,0.199,-1.486,3.906,74.524,16.724
0.952,0.161,-1.416,8.423,58.960,14.893
0.961,0.139,-1.350,6.775,44.495,13.306
0.947,0.163,-1.305,2.686,30.396,11.780
0.950,0.145,-1.257,4.456,16.724,10.498
0.957,0.121,-1.167,10.010,3.235,10.498
0.943,0.097,-1.029,14.709,-12.024,10.620
0.925,0.087,-0.899,14.648,-24.170,10.315
0.922,0.113,-0.796,11.230,-31.067,10.986
0.904,0.150,-0.677,9.644,-37.720,12.085
0.883,0.170,-0.554,10.559,-42.969,11.475
0.866,0.192,-0.479,13.000,-44.189,10.010
0.869,0.193,-0.437,15.442,-43.579,7.751
0.882,0.161,-0.413,15.503,-43.091,3.967
0.895,0.115,-0.419,11.047,-42.175,-0.122
0.905,0.082,-0.463,2.319,-40.100,-2.747
0.917,0.074,-0.540,-8.789,-37.781,-3.418
0.920,0.101,-0.631,-19.226,-37.048,-3.906
0.932,0.142,-0.703,-25.879,-40.100,-4.395
0.945,0.185,-0.745,-26.855,-46.875,-5.493
0.950,0.211,-0.725,-22.095,-57.312,-7.141
0.938,0.209,-0.676,-13.855,-68.909,-8.606
0.920,0.186,-0.611,-5.859,-77.576,-9.949
0.898,0.143,-0.530,-2.869,-83.618,-11.963
0.887,0.093,-0.446,-6.836,-85.510,-14.404
0.890,0.067,-0.412,-18.066,-83.374,-16.418
0.901,0.060,-0.423,-31.433,-78.308,-17.151
0.911,0.062,-0.458,-42.053,-72.449,-15.991
0.908,0.082,-0.508,-47.913,-68.054,-12.817
0.885,0.122,-0.572,-49.561,-67.810,-10.742
0.903,0.132,-0.619,-49.683,-73.975,-12.695
0.900,0.136,-0.627,-51.086,-84.534,-16.663
0.905,0.138,-0.598,-50.964,-96.191,-19.775
0.896,0.131,-0.555,-47.119,-104.858,-20.996
0.884,0.102,-0.510,-39.490,-110.352,-20.508
0.868,0.060,-0.448,-32.166,-112.671,-18.799
0.861,0.026,-0.399,-27.710,-112.122,-15.930
0.875,0.002,-0.382,-25.696,-108.337,-10.864
0.820,0.036,-0.396,-23.437,-107.483,-5.920
0.797,0.060,-0.413,-21.484,-111.206,-5.432
0.799,0.059,-0.418,-21.545,-119.019,-10.559
0.814,0.017,-0.396,-25.940,-131.531,-18.494
0.789,0.002,-0.336,-33.630,-144.714,-24.109
0.763,-0.000,-0.262,-37.842,-153.503,-26.184
0.738,-0.026,-0.161,-36.743,-156.616,-25.757
0.734,-0.061,-0.083,-33.203,-152.954,-22.339
0.742,-0.079,-0.045,-29.419,-145.203,-16.052
0.740,-0.085,-0.036,-26.062,-137.878,-9.033
0.738,-0.063,-0.062,-22.705,-133.423,-3.052
0.735,-0.032,-0.078,-21.423,-135.620,-1.526
0.735,-0.022,-0.073,-24.353,-145.752,-4.822
0.725,-0.017,0.021,-30.396,-158.447,-10.010
0.691,-0.008,0.130,-33.386,-167.114,-12.512
0.643,-0.003,0.209,-31.738,-167.480,-11.230
0.609,-0.003,0.263,-25.513,-163.513,-7.324
0.601,0.000,0.331,-17.334,-158.386,-2.686
0.569,0.005,0.379,-9.155,-153.564,1.953
0.525,0.014,0.412,-1.953,-148.926,5.066
0.521,-0.001,0.408,0.427,-145.752,3.845
0.537,-0.013,0.402,-6.592,-145.569,-1.282
0.532,-0.013,0.395,-17.761,-148.987,-5.615
0.507,-0.003,0.413,-26.245,-153.442,-8.545
0.489,0.020,0.450,-29.236,-155.701,-8.972
0.484,0.055,0.500,-24.841,-155.640,-7.568
0.475,0.068,0.568,-12.756,-155.090,-4.822
0.450,0.048,0.641,2.930,-152.649,-2.136
0.404,0.026,0.688,17.700,-149.475,0.671
0.384,-0.016,0.712,24.292,-146.423,-0.549
0.388,-0.054,0.704,18.555,-144.165,-5.066
0.405,-0.117,0.695,2.991,-143.982,-11.230
0.403,-0.113,0.657,-15.259,-145.691,-14.282
0.400,-0.048,0.646,-29.358,-147.278,-13.794
0.384,0.014,0.678,-30.212,-151.001,-12.146
0.348,0.040,0.737,-18.005,-153.442,-10.376
0.318,0.038,0.806,1.099,-152.771,-7.263
0.299,-0.007,0.891,20.874,-151.550,-4.333
0.275,-0.075,0.956,32.349,-148.987,-3.113
0.251,-0.108,0.989,30.212,-145.447,-3.235
0.250,-0.125,1.014,15.686,-143.066,-5.554
0.251,-0.097,1.005,-4.333,-140.320,-8.850
0.256,-0.018,0.980,-20.081,-136.902,-9.705
0.239,0.037,0.990,-20.691,-135.864,-8.728
0.215,0.042,1.011,-7.812,-134.583,-7.263
0.206,0.009,1.043,8.911,-130.798,-5.005
0.181,-0.039,1.097,22.644,-127.014,-3.479
0.167,-0.104,1.134,27.771,-122.742,-3.357
0.162,-0.145,1.153,20.752,-116.821,-3.723
0.167,-0.132,1.137,5.737,-110.291,-3.845
0.174,-0.070,1.104,-8.728,-105.896,-3.601
0.172,-0.021,1.095,-14.160,-104.187,-3.662
0.153,-0.009,1.120,-9.338,-104.004,-3.723
0.137,-0.028,1.153,0.000,-102.539,-3.174
0.127,-0.072,1.180,7.446,-99.060,-2.747
0.108,-0.097,1.186,8.301,-93.445,-1.770
0.095,-0.102,1.171,1.831,-87.769,-1.221
0.089,-0.080,1.146,-7.629,-82.458,-1.770
0.098,-0.045,1.118,-16.602,-78.491,-2.014
0.091,-0.026,1.111,-21.240,-76.904,-1.953
0.091,0.015,1.125,-21.729,-76.416,-2.502
0.069,0.024,1.125,-17.151,-77.148,-1.404
0.053,0.030,1.155,-11.597,-74.280,-1.953
0.039,0.000,1.166,-5.981,-70.435,-2.625
0.042,-0.022,1.168,-4.456,-66.162,-2.808
0.045,-0.018,1.162,-7.507,-62.378,-2.380
0.041,0.003,1.154,-10.864,-59.631,-2.380
0.041,0.017,1.149,-11.780,-56.946,-2.380
0.029,0.020,1.157,-9.827,-54.932,-2.380
0.021,0.007,1.158,-6.958,-52.856,-2.258
0.010,-0.006,1.146,-6.531,-49.377,-2.014
0.003,-0.019,1.136,-7.874,-45.898,-2.136
0.000,-0.023,1.111,-10.559,-42.725,-1.831
0.012,-0.014,1.084,-14.832,-38.879,-1.160
0.015,-0.002,1.055,-18.311,-36.133,-0.549
0.024,0.022,1.032,-18.677,-35.156,0.549
0.016,0.037,1.037,-16.663,-35.522,1.465
-0.005,0.054,1.048,-13.062,-35.767,1.343
-0.005,0.038,1.056,-8.667,-34.485,0.977
-0.005,0.017,1.062,-5.188,-33.997,0.793
-0.004,0.001,1.065,-4.517,-33.142,0.732

-0.419,0.217,2.521,101.746,-25.452,-15.442
-0.423,0.034,3.003,128.052,-3.601,-16.602
-0.526,-0.249,3.316,147.095,27.222,-15.991
-0.598,-0.453,3.545,143.127,69.580,-9.460
-0.698,-0.576,3.639,125.366,119.751,2.136
-0.816,-0.618,3.595,105.164,171.143,18.555
-0.950,-0.604,3.409,86.914,221.252,36.438
-1.062,-0.627,3.144,69.275,266.357,52.124
-1.168,-0.618,2.789,44.739,306.946,66.772
-1.302,-0.524,2.407,13.916,339.050,79.224
-1.399,-0.423,1.996,-12.939,363.586,86.792
-1.468,-0.328,1.563,-30.945,381.653,90.820
-1.521,-0.252,1.179,-38.818,393.127,92.590
-1.559,-0.139,0.814,-38.940,397.949,92.285
-1.500,-0.090,0.552,-29.785,397.766,88.867
-1.372,-0.069,0.376,-17.822,392.517,84.351
-1.259,-0.032,0.283,-12.207,382.568,83.252
-1.153,0.013,0.180,-11.658,374.207,82.275
-1.060,0.080,0.074,-15.076,367.981,79.529
-0.973,0.153,-0.030,-17.578,359.802,72.998
-0.844,0.211,-0.115,-13.550,351.318,65.735
-0.716,0.230,-0.161,-2.686,342.651,60.486
-0.632,0.237,-0.200,9.766,334.045,56.274
-0.530,0.224,-0.244,16.724,327.026,51.514
-0.388,0.163,-0.298,17.639,321.167,45.776
-0.216,0.194,-0.395,8.911,317.200,42.358
-0.016,0.275,-0.511,-4.272,313.782,38.757
0.154,0.354,-0.634,-11.780,309.326,31.677
0.157,0.334,-0.738,-12.207,302.063,22.217
0.055,0.316,-0.824,-9.521,291.748,13.672
0.047,0.288,-0.895,-1.892,281.677,10.071
0.136,0.274,-0.984,10.132,275.146,10.315
0.226,0.277,-1.062,23.010,267.700,12.878
0.306,0.234,-1.110,36.926,256.653,15.869
0.343,0.204,-1.109,45.105,245.728,17.517
0.391,0.185,-1.137,42.847,235.535,18.372
0.465,0.205,-1.206,30.640,227.417,17.578
0.507,0.246,-1.327,14.343,218.994,14.587
0.586,0.278,-1.449,-1.831,209.595,10.803
0.678,0.279,-1.646,-15.686,200.867,6.348
0.724,0.262,-1.900,-25.024,194.824,2.319
0.790,0.206,-2.150,-27.344,187.134,0.244
0.862,0.100,-2.357,-28.442,173.279,-0.244
0.940,0.025,-2.485,-37.415,151.123,-1.587
0.973,-0.022,-2.539,-52.673,117.920,-4.272
0.991,-0.019,-2.475,-70.190,74.524,-8.423
0.971,0.067,-2.297,-82.642,27.405,-14.160
0.937,0.146,-2.036,-75.256,-11.902,-17.883
0.887,0.143,-1.736,-45.227,-41.077,-17.395
0.860,0.068,-1.420,-7.812,-62.256,-14.954
0.831,-0.033,-1.116,17.334,-77.820,-12.878
0.819,-0.099,-0.861,24.841,-88.928,-11.780
0.811,-0.135,-0.660,20.996,-96.252,-12.085
0.815,-0.135,-0.532,9.644,-97.717,-12.146
0.824,-0.114,-0.497,-4.211,-96.191,-11.292
0.848,-0.075,-0.515,-16.785,-93.567,-10.681
0.867,-0.054,-0.555,-23.132,-92.163,-9.888
0.876,-0.043,-0.594,-23.315,-92.407,-8.545
0.878,-0.034,-0.627,-20.203,-94.666,-7.568
0.880,-0.017,-0.629,-15.686,-98.267,-6.897
0.891,-0.004,-0.587,-9.155,-104.187,-5.920
0.877,-0.007,-0.540,-3.052,-110.291,-5.981
0.865,-0.036,-0.472,0.610,-114.258,-6.592
0.862,-0.056,-0.409,0.122,-116.516,-6.470
0.862,-0.088,-0.344,-3.845,-115.967,-5.493
0.865,-0.090,-0.326,-11.414,-111.328,-3.723
0.858,-0.077,-0.326,-18.921,-106.323,-1.953
0.861,-0.057,-0.348,-24.597,-102.295,-0.122
0.871,-0.018,-0.386,-27.161,-101.318,1.282
0.877,0.012,-0.415,-26.428,-104.919,1.038
0.869,0.041,-0.395,-21.606,-113.037,-0.366
0.859,0.046,-0.344,-14.099,-122.925,-1.953
0.850,0.002,-0.245,-6.531,-130.798,-3.357
0.820,-0.053,-0.123,-2.136,-134.521,-4.028
0.805,-0.116,-0.002,-3.418,-131.775,-3.357
0.830,-0.152,0.065,-12.085,-123.779,-1.221
0.813,-0.121,0.057,-23.437,-114.075,2.686
0.815,-0.059,0.001,-30.823,-105.103,6.714
0.836,-0.028,-0.046,-31.799,-101.563,7.935
0.846,-0.009,-0.069,-28.015,-104.248,8.362
0.838,0.011,-0.062,-22.705,-109.680,8.667
0.823,0.012,-0.003,-16.235,-115.356,8.118
0.817,-0.009,0.081,-9.216,-117.432,8.179
0.820,-0.034,0.153,-3.357,-114.319,10.193
